Decimal Year,Value
2014.1863014,0.539701
2014.2054795,0.510116
2014.2246575,0.465171
2014.2438356,0.348106
2014.2630137,0.653708
2014.2821918,0.460706
2014.3013699,0.240622
2014.3205479,-0.204988
2014.339726,-0.062498
2014.3589041,-0.222775
2014.3780822,-0.191623
2014.3972603,-0.297563
2014.4164384,-0.132788
2014.4356164,-0.190181
2014.4547945,-0.294136
2014.4739726,-0.575136
2014.4931507,-0.740778
2014.5123288,-1.158631
2014.5315068,-1.160258
2014.5506849,-1.028143
2014.569863,-0.751171
2014.5890411,-1.125834
2014.6082192,-0.923643
2014.6273973,-0.632137
2014.6465753,-0.619691
2014.6657534,-0.692323
2014.6849315,-0.365097
2014.7041096,-0.134434
2014.7232877,-0.006142
2014.7424658,-0.119625
2014.7616438,-0.314716
2014.7808219,-0.424308
2014.8,-0.454511
2014.8191781,-0.644041
2014.8383562,-0.215669
2014.8575342,-0.230516
2014.8767123,-0.36592
2014.8958904,-0.461997
2014.9150685,-0.596816
2014.9342466,-0.634593
2014.9534247,-0.607144
2014.9726027,-0.878353
2014.9917808,-1.112408
2015.0109589,-1.442138
2015.030137,-1.21559
2015.0493151,-0.773301
2015.0684932,-0.072164
2015.0876712,0.144495
2015.1068493,0.384094
2015.1260274,0.409041
2015.1452055,0.366742
2015.1643836,0.264035
2015.1835616,0.247369
2015.2027397,0.246768
2015.2219178,0.347422
2015.2410959,0.322573
2015.260274,0.922138
2015.2794521,0.737894
2015.2986301,0.434244
2015.3178082,0.05678
2015.3369863,0.421649
2015.3561644,0.429162
2015.3753425,0.022187
2015.3945205,-0.066068
2015.4136986,0.218668
2015.4328767,0.285689
2015.4520548,0.372996
2015.4712329,0.429953
2015.490411,0.530376
2015.509589,0.306695
2015.5287671,0.333914
2015.5479452,0.344611
2015.5671233,0.532626
2015.5863014,0.218908
2015.6054795,0.538386
2015.6246575,0.63414
2015.6438356,0.555184
2015.6630137,0.692397
2015.6821918,0.476026
2015.7013699,0.760201
2015.7205479,0.783829
2015.739726,0.608026
2015.7589041,0.871196
2015.7780822,0.882747
2015.7972603,0.904003
2015.8164384,0.89163
2015.8356164,1.356977
2015.8547945,1.231997
2015.8739726,1.297681
2015.8931507,1.056284
2015.9123288,1.01435
2015.9315068,0.757504
2015.9506849,0.50261
2015.969863,0.364469
2015.9890411,0.268308
2016.0081967,0.151113
2016.0273224,0.568571
2016.0464481,0.823221
2016.0655738,1.011929
2016.0846995,0.79804
2016.1038251,0.591364
2016.1229508,0.42519
2016.1420765,0.539092
2016.1612022,0.804077
2016.1803279,0.825453
2016.1994536,0.82591
2016.2185792,0.753954
2016.2377049,0.488376
2016.2568306,1.000444
2016.2759563,0.80251
2016.295082,0.610927
2016.3142077,0.312108
2016.3333333,0.558917
2016.352459,0.21935
2016.3715847,-0.228228
2016.3907104,-0.793397
2016.4098361,-1.25
2016.4289617,-1.455711
2016.4480874,-1.530708
2016.4672131,-1.633125
2016.4863388,-1.597585
2016.5054645,-1.648111
2016.5245902,-1.280136
2016.5437158,-1.158841
2016.5628415,-1.246023
2016.5819672,-1.690699
2016.6010929,-1.365915
2016.6202186,-1.196742
2016.6393443,-1.176888
2016.6584699,-1.296567
2016.6775956,-1.656475
2016.6967213,-1.766378
2016.715847,-1.82154
2016.7349727,-1.933073
2016.7540984,-1.796488
2016.773224,-1.741343
2016.7923497,-1.798814
2016.8114754,-1.791275
2016.8306011,-1.794025
2016.8497268,-1.521569
2016.8688525,-1.536724
2016.8879781,-1.494713
2016.9071038,-1.618017
2016.9262295,-1.690325
2016.9453552,-1.761123
2016.9644809,-1.766338
2016.9836066,-1.617318
2017.0027397,-1.903045
2017.0219178,-1.915119
2017.0410959,-1.778364
2017.060274,-1.738837
2017.0794521,-1.638502
2017.0986301,-1.830181
2017.1178082,-1.631383
2017.1369863,-1.298133
2017.1561644,-1.121054
2017.1753425,-1.10883
2017.1945205,-1.09815
2017.2136986,-1.208217
2017.2328767,-1.326902
2017.2520548,-0.966702
2017.2712329,-1.05907
2017.290411,-1.05596
2017.309589,-1.058588
2017.3287671,-0.383467
2017.3479452,-0.374668
2017.3671233,-0.431738
2017.3863014,-0.555496
2017.4054795,-0.642068
2017.4246575,-0.564277
2017.4438356,-0.444867
2017.4630137,-0.311685
2017.4821918,-0.123946
2017.5013699,-0.062744
2017.5205479,-0.068744
2017.539726,-0.153128
2017.5589041,-0.013102
2017.5780822,0.109084
2017.5972603,-0.522331
2017.6164384,-0.398623
2017.6356164,-0.283728
2017.6547945,-0.215759
2017.6739726,-0.38552
2017.6931507,-0.760907
2017.7123288,-1.001876
2017.7315068,-0.807661
2017.7506849,-0.731301
2017.769863,-0.78964
2017.7890411,-0.97058
2017.8082192,-0.928419
2017.8273973,-0.783853
2017.8465753,-0.43263
2017.8657534,-0.52486
2017.8849315,-0.697617
2017.9041096,-0.84551
2017.9232877,-1.169798
2017.9424658,-1.239845
2017.9616438,-1.024087
2017.9808219,-0.755046
2018.0,-0.929284
2018.0191781,-0.796249
2018.0383562,-0.671079
2018.0575342,-0.534539
2018.0767123,-0.467424
2018.0958904,-0.887652
2018.1150685,-0.76174
2018.1342466,-0.498729
2018.1534247,-0.399629
2018.1726027,-0.369364
2018.1917808,-0.503007
2018.2109589,-0.719883
2018.230137,-0.764754
2018.2493151,-0.204077
2018.2684932,-0.077663
2018.2876712,0.022267
2018.3068493,-0.199928
2018.3260274,-0.692182
2018.3452055,-0.304698
2018.3643836,-0.197083
2018.3835616,-0.176852
2018.4027397,-0.166965
2018.4219178,-0.229462
2018.4410959,-0.441648
2018.460274,-0.244526
2018.4794521,0.098658
2018.4986301,-0.110529
2018.5178082,-0.098965
2018.5369863,-0.068825
2018.5561644,-0.136084
2018.5753425,-0.186755
2018.5945205,-0.621316
2018.6136986,-0.521647
2018.6328767,-0.384032
2018.6520548,-0.264934
2018.6712329,-0.53282
2018.690411,-0.320358
2018.709589,-0.167165
2018.7287671,-0.066029
2018.7479452,0.324832
2018.7671233,0.025381
2018.7863014,-0.141788
2018.8054795,-0.120177
2018.8246575,-0.119048
2018.8438356,0.085701
2018.8630137,-0.071413
2018.8821918,-0.386397
2018.9013699,-0.490257
2018.9205479,-0.244412
2018.939726,-0.13746
2018.9589041,-0.354779
2018.9780822,-0.448957
2018.9972603,-0.258401
2019.0164384,-0.16496
2019.0356164,0.15791
2019.0547945,0.517109
2019.0739726,0.657247
2019.0931507,0.380877
2019.1123288,0.627921
2019.1315068,0.62665
2019.1506849,0.598019
2019.1890411,0.479955
2019.2082192,0.214881
2019.2273973,0.167291
2019.2465753,0.837933
2019.2657534,1.012819
2019.2849315,0.871652
2019.3041096,0.560519
2019.3232877,0.038846
2019.3424658,0.323576
2019.3616438,0.180756
2019.3808219,0.329821
2019.4,0.471038
2019.4191781,0.728646
2019.4383562,0.729523
2019.4575342,0.559348
2019.4767123,0.351955
2019.4958904,-0.020713
2019.5150685,0.261069
2019.5342466,0.611725
2019.5534247,0.869519
2019.5726027,1.048501
2019.5917808,0.72995
2019.6109589,0.882352
2019.630137,0.941115
2019.6493151,1.069429
2019.6684932,0.882935
2019.6876712,1.166955
2019.7068493,1.411781
2019.7260274,1.596239
2019.7452055,1.687986
2019.7643836,2.110531
2019.7835616,2.469394
2019.8027397,2.579935
2019.8219178,2.714715
2019.8410959,3.084196
2019.860274,2.856798
2019.8794521,2.819465
2019.8986301,2.998771
2019.9178082,3.166288
2019.9369863,3.24505
2019.9561644,3.244312
2019.9753425,2.900666
2019.9945205,2.641016
2020.0136612,2.123134
2020.0327869,2.1108
2020.0519126,2.163994
2020.0710383,2.244494
2020.1284153,1.477574
2020.147541,1.332722
2020.1666667,1.457951
2020.1857923,1.280913
2020.204918,1.261811
2020.2240437,1.212518
2020.2431694,1.232694
2020.2622951,1.519223
2020.2814208,1.15205
2020.3005464,0.95434
2020.3196721,0.846565
2020.3387978,1.297558
2020.3579235,0.856893
2020.3770492,0.229929
2020.3961749,-0.480021
2020.4153005,-0.359043
2020.4344262,-0.177398
2020.4535519,-0.042492
2020.4726776,0.246183
2020.4918033,0.163963
2020.510929,-0.201641
2020.5300546,-0.008328
2020.5491803,0.152666
2020.568306,0.158222
2020.5874317,-0.417908
2020.6065574,-0.481195
2020.6256831,-0.562973
2020.6448087,-0.591087
2020.6639344,-0.382468
2020.6830601,-0.563133
2020.7021858,-0.503075
2020.7213115,-0.458938
2020.7404372,-0.193518
2020.7595628,0.056518
2020.7786885,0.054446
2020.7978142,-0.200754
2020.8169399,-0.534053
2020.8360656,-0.354761
2020.8551913,-0.315558
2020.8743169,-0.316204
2020.8934426,-0.475469
2020.9125683,-0.647481
2020.931694,-0.825818
2020.9508197,-0.879485
2020.9699454,-0.825561
2020.989071,-0.940464
2021.0082192,-1.311896
2021.0273973,-1.523461
2021.0465753,-1.687536
2021.0657534,-1.771093
2021.0849315,-2.062554
2021.1041096,-1.996387
2021.1232877,-1.694223
2021.1424658,-1.506508
2021.1616438,-1.33524
2021.1808219,-1.040454
2021.2,-0.747319
2021.2191781,-0.635951
2021.2383562,-0.987002
2021.2575342,-0.893834
2021.2767123,-1.299907
2021.2958904,-1.466967
2021.3150685,-1.341496
2021.3342466,-0.571067
2021.3534247,-0.382749
2021.3726027,-0.437381
2021.3917808,-0.714294
2021.4109589,-1.158856
2021.430137,-1.42672
2021.4493151,-1.219057
2021.4684932,-0.844813
2021.4876712,-0.498902
2021.5068493,-0.716961
2021.5260274,-0.981139
2021.5452055,-1.204626
2021.5643836,-1.142399
2021.5835616,-1.351304
2021.6027397,-1.040503
2021.6219178,-0.865709
2021.6410959,-0.891066
2021.660274,-0.813538
2021.6794521,-0.933733
2021.6986301,-0.755389
2021.7178082,-0.52139
2021.7369863,-0.73736
2021.7561644,-0.699293
2021.7753425,-0.889137
2021.7945205,-1.14927
2021.8136986,-1.443978
2021.8328767,-1.287692
2021.8520548,-1.579791
2021.8712329,-1.63347
2021.890411,-1.81935
2021.909589,-1.924721
2021.9287671,-1.885835
2021.9479452,-1.725719
2021.9671233,-1.377161
2021.9863014,-0.861681
2022.0054795,-0.844197
2022.0246575,-0.442713
2022.0438356,-0.21411
2022.0630137,-0.115601
2022.0821918,-0.150533
2022.1013699,-0.586706
2022.1205479,-0.727016
2022.139726,-0.861562
2022.1589041,-0.699673
2022.1780822,-0.606437
2022.1972603,-0.687261
2022.2164384,-0.984819
2022.2356164,-1.268511
2022.2547945,-0.819552
2022.2739726,-0.8927
2022.2931507,-0.996967
2022.3123288,-0.978854
2022.3315068,-0.494504
2022.3506849,-0.996368
2022.369863,-1.380856
2022.3890411,-1.466241
2022.4082192,-1.379248
2022.4273973,-1.08878
2022.4465753,-0.907968
2022.4657534,-0.727277
2022.4849315,-0.640865
2022.5041096,-1.017918
2022.5232877,-1.143976
2022.5424658,-1.118191
2022.5616438,-0.939561
2022.5808219,-1.52674
2022.6,-1.541087
2022.6191781,-1.477644
2022.6383562,-1.297672
2022.6575342,-1.229261
2022.6767123,-1.703014
2022.6958904,-1.81518
2022.7150685,-1.918044
2022.7342466,-1.927202
2022.7534247,-1.886183
2022.7726027,-2.097141
2022.7917808,-2.148882
2022.8109589,-2.047118
2022.830137,-1.90355
2022.8493151,-1.514909
2022.8684932,-1.596156
2022.8876712,-1.588798
2022.9068493,-1.735699
2022.9260274,-1.721561
2022.9452055,-1.552992
2022.9643836,-1.731845
2022.9835616,-1.88453
2023.0027397,-2.208952
2023.0219178,-1.943771
2023.0410959,-1.606176
2023.060274,-1.519886
2023.0794521,-1.490575
2023.0986301,-2.098657
2023.1178082,-2.028291
2023.1369863,-1.917342
2023.1561644,-1.764892
2023.1753425,-1.413179
2023.1945205,-1.069359
2023.2136986,-0.780515
2023.2328767,-0.784365
2023.2520548,-0.267176
2023.2712329,-0.250522
2023.290411,-0.176089
2023.309589,-0.159351
2023.3287671,0.156758
2023.3479452,-0.178698
2023.3671233,-0.599011
2023.3863014,-0.704282
2023.4054795,-0.619589
2023.4246575,-0.333501
2023.4438356,-0.153089
2023.4630137,-0.095578
2023.4821918,-0.027442
2023.5013699,-0.264493
2023.5205479,-0.038656
2023.539726,0.1955
2023.5589041,0.510254
2023.5780822,0.755346
2023.5972603,0.33552
2023.6164384,0.5187
2023.6356164,0.713614
2023.6547945,0.81428
2023.6739726,0.768809
2023.6931507,0.912641
2023.7123288,1.130803
2023.7315068,1.542225
2023.7506849,2.075872
2023.769863,2.522036
2023.7890411,2.946762
2023.8082192,3.123681
2023.8273973,3.321993
2023.8465753,3.722893
2023.8657534,3.862927
2023.8849315,3.963561
2023.9041096,3.968569
2023.9232877,3.876027
2023.9424658,3.580192
2023.9616438,3.044086
2023.9808219,2.624634
2024.0,2.150073
2024.0191257,2.056273
2024.0382514,1.673439
2024.057377,1.430141
2024.0765027,1.358715
2024.0956284,1.210596
2024.1147541,1.491672
2024.1338798,1.753544
2024.1530055,1.900075
2024.1721311,1.772572
2024.1912568,1.40734
2024.2103825,1.252395
2024.2295082,1.250424
2024.2486339,1.833251
2024.2677596,1.997707
2024.2868852,1.846672
2024.3060109,1.624621
2024.3251366,1.315636
2024.3442623,1.510781
2024.363388,1.202921
2024.3825137,0.860226
2024.4016393,0.729149
2024.420765,0.651827
2024.4398907,0.45081
2024.4590164,0.200454
2024.4781421,0.312468
2024.4972678,0.125259
2024.5163934,0.265089
2024.5355191,0.470036
2024.5546448,0.805125
2024.5737705,1.053117
2024.5928962,0.713445
2024.6120219,0.732005
2024.6311475,0.662316
2024.6502732,0.461379
2024.6693989,0.320381
2024.6885246,0.376729
2024.7076503,0.422196
2024.726776,0.376541
2024.7459016,0.278091
2024.7650273,0.321983
2024.784153,0.093774
2024.8032787,-0.148298
2024.8224044,-0.377969
2024.8415301,-0.130734
2024.8606557,-0.234852
2024.8797814,-0.34686
2024.8989071,-0.769291
2024.9180328,-1.096226
2024.9371585,-1.524046
2024.9562842,-1.57501
2024.9754098,-1.565052
2024.9945355,-1.673668
2025.0136986,-2.062812
2025.0328767,-1.988495
