Decimal Year,Value
2014.3780822,0.838819
2014.3972603,0.781747
2014.4164384,0.583689
2014.4356164,0.559099
2014.4547945,0.533331
2014.4739726,0.535552
2014.4931507,0.625726
2014.5123288,0.420664
2014.5315068,0.392692
2014.5506849,0.39832
2014.569863,0.416463
2014.5890411,0.341248
2014.6082192,0.424432
2014.6273973,0.533525
2014.6465753,0.567808
2014.6657534,0.610548
2014.6849315,0.66481
2014.7041096,0.645285
2014.7232877,0.64822
2014.7424658,0.653244
2014.7616438,0.714569
2014.7808219,0.76254
2014.8,0.790785
2014.8191781,0.853721
2014.8383562,0.915887
2014.8575342,0.840955
2014.8767123,0.775748
2014.8958904,0.740602
2014.9150685,0.725004
2014.9342466,0.693425
2014.9534247,0.745249
2014.9726027,0.666018
2014.9917808,0.678821
2015.0109589,0.783935
2015.030137,0.740503
2015.0493151,0.732173
2015.0684932,0.826049
2015.0876712,0.960401
2015.1068493,1.057589
2015.1260274,1.029907
2015.1452055,0.95645
2015.1643836,1.182962
2015.1835616,1.35073
2015.2027397,1.478823
2015.2219178,1.640313
2015.2410959,1.659938
2015.260274,1.712074
2015.2794521,1.679714
2015.2986301,1.753623
2015.3178082,1.80037
2015.3369863,1.819013
2015.3561644,1.946422
2015.3753425,2.031674
2015.3945205,2.128376
2015.4136986,1.989753
2015.4328767,1.986012
2015.4520548,1.914083
2015.4712329,1.967359
2015.490411,2.103463
2015.509589,2.075409
2015.5287671,2.270137
2015.5479452,2.322317
2015.5671233,2.396722
2015.5863014,2.390278
2015.6054795,2.430274
2015.6246575,2.51363
2015.6438356,2.536386
2015.6630137,2.563137
2015.6821918,2.671421
2015.7013699,2.711306
2015.7205479,2.687999
2015.739726,2.750123
2015.7589041,2.926312
2015.7780822,2.989215
2015.7972603,2.997127
2015.8164384,2.99806
2015.8356164,2.985921
2015.8547945,2.926459
2015.8739726,2.890538
2015.8931507,2.830199
2015.9123288,2.927937
2015.9315068,2.950304
2015.9506849,2.872998
2015.969863,2.740672
2015.9890411,2.741084
2016.0081967,2.854668
2016.0273224,2.905912
2016.0464481,2.887751
2016.0655738,2.7898
2016.0846995,2.752513
2016.1038251,2.574299
2016.1229508,2.353955
2016.1420765,2.257534
2016.1612022,2.145453
2016.1803279,2.148546
2016.1994536,1.961749
2016.2185792,1.708663
2016.2377049,1.625636
2016.2568306,1.608642
2016.2759563,1.393868
2016.295082,1.300321
2016.3142077,1.196091
2016.3333333,1.075409
2016.352459,0.972803
2016.3715847,0.905176
2016.3907104,0.780693
2016.4098361,0.715437
2016.4289617,0.507105
2016.4480874,0.521356
2016.4672131,0.567863
2016.4863388,0.564023
2016.5054645,0.399754
2016.5245902,0.44026
2016.5437158,0.443457
2016.5628415,0.396164
2016.5819672,0.228239
2016.6010929,0.187623
2016.6202186,0.149477
2016.6393443,0.137284
2016.6584699,0.098495
2016.6775956,0.053776
2016.6967213,0.041126
2016.715847,-0.01493
2016.7349727,-0.055322
2016.7540984,-0.130519
2016.773224,-0.172899
2016.7923497,-0.180284
2016.8114754,-0.250706
2016.8306011,-0.219908
2016.8497268,-0.235057
2016.8688525,-0.19608
2016.8879781,-0.134965
2016.9071038,-0.091408
2016.9262295,0.003834
2016.9453552,0.041077
2016.9644809,0.044788
2016.9836066,0.098123
2017.0027397,0.217611
2017.0219178,0.142625
2017.0410959,0.159885
2017.060274,0.177815
2017.0794521,0.165004
2017.0986301,0.243514
2017.1178082,0.211654
2017.1369863,0.180469
2017.1561644,0.148491
2017.1753425,0.218118
2017.1945205,0.173609
2017.2136986,0.095286
2017.2328767,0.003078
2017.2520548,0.115458
2017.2712329,0.130117
2017.290411,0.156532
2017.309589,0.207502
2017.3287671,0.2407
2017.3479452,0.271311
2017.3671233,0.209923
2017.3863014,0.133136
2017.4054795,0.144442
2017.4246575,-0.002707
2017.4438356,0.07516
2017.4630137,0.220006
2017.4821918,0.272923
2017.5013699,0.114619
2017.5205479,0.186088
2017.539726,0.191237
2017.5589041,0.219702
2017.5780822,0.284294
2017.5972603,0.145642
2017.6164384,0.091045
2017.6356164,0.093542
2017.6547945,0.040843
2017.6739726,-0.120283
2017.6931507,-0.241362
2017.7123288,-0.316402
2017.7315068,-0.365807
2017.7506849,-0.378755
2017.769863,-0.478793
2017.7890411,-0.570265
2017.8082192,-0.592362
2017.8273973,-0.603095
2017.8465753,-0.535201
2017.8657534,-0.49809
2017.8849315,-0.569301
2017.9041096,-0.560862
2017.9232877,-0.524925
2017.9424658,-0.534186
2017.9616438,-0.443071
2017.9808219,-0.412944
2018.0,-0.302359
2018.0191781,-0.317193
2018.0383562,-0.43282
2018.0575342,-0.505555
2018.0767123,-0.563243
2018.0958904,-0.436455
2018.1150685,-0.303314
2018.1342466,-0.217932
2018.1534247,-0.174876
2018.1726027,-0.029773
2018.1917808,-0.042953
2018.2109589,-0.007861
2018.230137,0.035093
2018.2493151,0.116389
2018.2684932,0.125426
2018.2876712,0.228514
2018.3068493,0.351
2018.3260274,0.404767
2018.3452055,0.450631
2018.3643836,0.550501
2018.3835616,0.62281
2018.4027397,0.641714
2018.4219178,0.456766
2018.4410959,0.53049
2018.460274,0.575343
2018.4794521,0.628322
2018.4986301,0.554803
2018.5178082,0.657206
2018.5369863,0.661313
2018.5561644,0.71403
2018.5753425,0.733937
2018.5945205,0.682273
2018.6136986,0.828293
2018.6328767,0.871364
2018.6520548,0.85879
2018.6712329,0.870304
2018.690411,0.913538
2018.709589,0.965422
2018.7287671,1.057152
2018.7479452,1.150367
2018.7671233,1.169428
2018.7863014,1.166918
2018.8054795,1.141756
2018.8246575,1.158616
2018.8438356,1.221403
2018.8630137,1.253428
2018.8821918,1.228773
2018.9013699,1.202791
2018.9205479,1.194892
2018.939726,1.215407
2018.9589041,1.117685
2018.9780822,1.075134
2018.9972603,1.104829
2019.0164384,1.193276
2019.0356164,1.145364
2019.0547945,1.136434
2019.0739726,1.032874
2019.0931507,1.184611
2019.1123288,1.274
2019.1315068,1.233904
2019.1506849,1.295258
2019.1890411,1.174982
2019.2082192,1.193027
2019.2273973,1.168617
2019.2465753,1.237596
2019.2657534,1.201217
2019.2849315,1.114026
2019.3041096,1.057421
2019.3232877,0.927819
2019.3424658,0.888185
2019.3616438,0.984094
2019.3808219,0.981987
2019.4,1.018658
2019.4191781,0.861818
2019.4383562,0.789248
2019.4575342,0.762097
2019.4767123,0.756155
2019.4958904,0.569779
2019.5150685,0.62432
2019.5342466,0.716029
2019.5534247,0.761732
2019.5726027,0.740344
2019.5917808,0.512808
2019.6109589,0.432039
2019.630137,0.481847
2019.6493151,0.532207
2019.6684932,0.477281
2019.6876712,0.510853
2019.7068493,0.547031
2019.7260274,0.548772
2019.7452055,0.634488
2019.7643836,0.651363
2019.7835616,0.594272
2019.8027397,0.625022
2019.8219178,0.60236
2019.8410959,0.632702
2019.860274,0.631957
2019.8794521,0.684737
2019.8986301,0.832611
2019.9178082,0.942436
2019.9369863,0.924044
2019.9561644,0.957413
2019.9753425,1.070164
2019.9945205,1.028158
2020.0136612,1.097925
2020.0327869,1.091975
2020.0519126,1.084147
2020.0710383,1.081935
2020.1284153,1.040885
2020.147541,1.006641
2020.1666667,1.17552
2020.1857923,1.040643
2020.204918,0.914766
2020.2240437,0.83554
2020.2431694,0.70463
2020.2622951,0.709512
2020.2814208,0.622842
2020.3005464,0.504112
2020.3196721,0.412604
2020.3387978,0.300362
2020.3579235,0.298999
2020.3770492,0.294844
2020.3961749,0.231814
2020.4153005,0.00277
2020.4344262,0.073284
2020.4535519,0.087593
2020.4726776,0.147332
2020.4918033,0.209753
2020.510929,0.01155
2020.5300546,0.067403
2020.5491803,0.06491
2020.568306,0.002189
2020.5874317,-0.190689
2020.6065574,-0.262278
2020.6256831,-0.231919
2020.6448087,-0.177544
2020.6639344,-0.221409
2020.6830601,-0.335396
2020.7021858,-0.426977
2020.7213115,-0.468892
2020.7404372,-0.497554
2020.7595628,-0.570634
2020.7786885,-0.599188
2020.7978142,-0.656557
2020.8169399,-0.647415
2020.8360656,-0.625192
2020.8551913,-0.639278
2020.8743169,-0.662588
2020.8934426,-0.703832
2020.9125683,-0.749244
2020.931694,-0.76792
2020.9508197,-0.773393
2020.9699454,-0.841432
2020.989071,-0.902859
2021.0082192,-0.97325
2021.0273973,-1.119823
2021.0465753,-1.173343
2021.0657534,-1.207329
2021.0849315,-1.049009
2021.1041096,-1.050416
2021.1232877,-1.032018
2021.1424658,-1.012885
2021.1616438,-0.728684
2021.1808219,-0.687749
2021.2,-0.566342
2021.2191781,-0.544833
2021.2383562,-0.590072
2021.2575342,-0.395613
2021.2767123,-0.352504
2021.2958904,-0.19555
2021.3150685,-0.092876
2021.3342466,-0.056891
2021.3534247,-0.00744
2021.3726027,0.1132
2021.3917808,0.084528
2021.4109589,0.047848
2021.430137,-0.097568
2021.4493151,-0.038967
2021.4684932,0.019006
2021.4876712,0.052642
2021.5068493,-0.141006
2021.5260274,-0.244908
2021.5452055,-0.339852
2021.5643836,-0.379527
2021.5835616,-0.483895
2021.6027397,-0.380036
2021.6219178,-0.320731
2021.6410959,-0.312336
2021.660274,-0.360128
2021.6794521,-0.450569
2021.6986301,-0.580728
2021.7178082,-0.64234
2021.7369863,-0.710227
2021.7561644,-0.784431
2021.7753425,-0.781238
2021.7945205,-0.806764
2021.8136986,-0.841699
2021.8328767,-0.75794
2021.8520548,-0.809804
2021.8712329,-0.956835
2021.890411,-1.031135
2021.909589,-1.131652
2021.9287671,-1.119703
2021.9479452,-0.995388
2021.9671233,-0.940922
2021.9863014,-0.918257
2022.0054795,-0.702317
2022.0246575,-0.632405
2022.0438356,-0.574685
2022.0630137,-0.628626
2022.0821918,-0.644105
2022.1013699,-0.574005
2022.1205479,-0.600586
2022.139726,-0.682281
2022.1589041,-0.811995
2022.1780822,-0.615436
2022.1972603,-0.734079
2022.2164384,-0.832126
2022.2356164,-0.853654
2022.2547945,-0.752091
2022.2739726,-0.620872
2022.2931507,-0.545423
2022.3123288,-0.605878
2022.3315068,-0.585624
2022.3506849,-0.579312
2022.369863,-0.545052
2022.3890411,-0.48438
2022.4082192,-0.380299
2022.4273973,-0.582054
2022.4465753,-0.468527
2022.4657534,-0.406388
2022.4849315,-0.376338
2022.5041096,-0.620923
2022.5232877,-0.666523
2022.5424658,-0.685899
2022.5616438,-0.646656
2022.5808219,-0.756634
2022.6,-0.770017
2022.6191781,-0.74328
2022.6383562,-0.695265
2022.6575342,-0.780571
2022.6767123,-0.865652
2022.6958904,-0.880218
2022.7150685,-0.888305
2022.7342466,-0.890369
2022.7534247,-0.88893
2022.7726027,-0.984387
2022.7917808,-1.019715
2022.8109589,-1.036536
2022.830137,-1.026822
2022.8493151,-0.949606
2022.8684932,-0.948828
2022.8876712,-0.886143
2022.9068493,-0.869997
2022.9260274,-0.824298
2022.9452055,-0.848592
2022.9643836,-0.87705
2022.9835616,-0.938851
2023.0027397,-0.869174
2023.0219178,-0.727677
2023.0410959,-0.667309
2023.060274,-0.689908
2023.0794521,-0.754009
2023.0986301,-0.680424
2023.1178082,-0.801636
2023.1369863,-0.75691
2023.1561644,-0.650452
2023.1753425,-0.420442
2023.1945205,-0.307081
2023.2136986,-0.208218
2023.2328767,-0.137599
2023.2520548,0.02934
2023.2712329,0.018483
2023.290411,0.102228
2023.309589,0.340564
2023.3287671,0.303898
2023.3479452,0.389428
2023.3671233,0.472841
2023.3863014,0.508115
2023.4054795,0.684588
2023.4246575,0.664122
2023.4438356,0.786832
2023.4630137,0.832961
2023.4821918,0.895581
2023.5013699,0.630695
2023.5205479,0.678742
2023.539726,0.859978
2023.5589041,0.954004
2023.5780822,1.037074
2023.5972603,0.999367
2023.6164384,1.055582
2023.6356164,1.086244
2023.6547945,1.164203
2023.6739726,1.179518
2023.6931507,1.150371
2023.7123288,1.151855
2023.7315068,1.132416
2023.7506849,1.217454
2023.769863,1.293319
2023.7890411,1.344094
2023.8082192,1.439238
2023.8273973,1.536739
2023.8465753,1.578607
2023.8657534,1.606489
2023.8849315,1.766779
2023.9041096,1.743852
2023.9232877,1.710479
2023.9424658,1.61538
2023.9616438,1.499415
2023.9808219,1.468646
2024.0,1.528739
2024.0191257,1.360493
2024.0382514,1.148183
2024.057377,0.961185
2024.0765027,0.976995
2024.0956284,1.106342
2024.1147541,1.031856
2024.1338798,0.902661
2024.1530055,0.774866
2024.1721311,0.796813
2024.1912568,0.564168
2024.2103825,0.412043
2024.2295082,0.411599
2024.2486339,0.408878
2024.2677596,0.385464
2024.2868852,0.424569
2024.3060109,0.338368
2024.3251366,0.25984
2024.3442623,0.193895
2024.363388,0.215853
2024.3825137,0.265746
2024.4016393,0.322208
2024.420765,0.16068
2024.4398907,0.23071
2024.4590164,0.183973
2024.4781421,0.152296
2024.4972678,-0.112479
2024.5163934,-0.002743
2024.5355191,0.05886
2024.5546448,0.048634
2024.5737705,0.126196
2024.5928962,0.034671
2024.6120219,0.109185
2024.6311475,0.06177
2024.6502732,-0.00198
2024.6693989,-0.06611
2024.6885246,-0.084282
2024.7076503,-0.0797
2024.726776,-0.077153
2024.7459016,-0.021297
2024.7650273,-0.012452
2024.784153,-0.030845
2024.8032787,-0.181048
2024.8224044,-0.232752
2024.8415301,-0.10541
2024.8606557,-0.187466
2024.8797814,-0.218399
2024.8989071,-0.217276
2024.9180328,-0.382434
2024.9371585,-0.479267
2024.9562842,-0.578777
2024.9754098,-0.594368
2024.9945355,-0.574285
2025.0136986,-0.480555
2025.0328767,-0.536832
