PC1,PC2,PC3,PC4,PC5,PC6,PC7
7.765985051592801,-3.4867167824610688,-0.6132329114430508,-3.1951494934996005,1.0322274298740333,-0.5216715109692351,1.0045744558210221
-7.020316911275236,-3.9696570577799464,-2.544301552725893,-4.889219586979213,0.6854009242528818,0.5023851562857353,1.5393979840726217
-1.5918114530687615,1.0078833182947242,4.337502064621443,-3.5699566059612517,1.1544603138074838,-0.5609851244916346,0.9339494265512515
0.9636564404613065,5.7382230075242235,-2.3587733799491746,-2.166413411315428,1.026531970189486,-0.8118895665235281,0.957509079732012
7.738276981837291,-3.5073947641689482,-0.6698976869706771,-3.714462494591956,0.8780615090762665,-0.6783486132773625,0.9229118373843872
-7.0028892045119395,-3.981576147631969,-2.5858165238117836,-5.448751692036738,0.5648980620389298,0.31734763740029703,1.454716661623993
-1.5263658738417436,1.0739637700682458,4.36894458165194,-3.551246095001956,1.172020702613588,-0.9611993868527453,0.6540897399566453
0.9982061774243656,5.717937815160584,-2.357454264484357,-2.6859230399610676,0.8693431182620851,-0.9878784488785772,0.8887489095571625
7.774772450100922,-3.3896594694872224,-0.4598791242483232,-2.3668038488400196,1.0616146809770113,-0.6482474509941657,0.5293400889225579
-6.639014905508481,-3.6944037737919047,-2.2853499727614,-3.8625646665243827,1.4842589016516265,-0.1911514935626225,0.7130501632373005
-1.4459654021802475,1.2492436430727574,4.533681442017533,-2.3509823333336484,1.4781042324261549,-1.1028411585192588,0.23905051807864294
1.1600318503808213,5.865971602955529,-2.1375435673991663,-1.3853769422588202,1.3953698580671499,-1.075114184461959,0.37196235586198684
7.853948792636304,-3.2366919324981422,-0.276719275656327,-0.6831169209372933,1.727562128922031,-0.2161542032059492,0.08137806610480197
-6.517358816899253,-3.441136685677886,-2.0027542021048177,-2.15075267603292,2.0252428027746285,-0.114211886789951,0.34245806462872125
-1.3181207759662676,1.4195199693260774,4.719371575191197,-0.7596593746609467,2.3462572845100196,-0.7616196126129585,-0.2570474680739922
1.2347322007400692,5.993188495336682,-2.00146804295381,-0.23239008445530665,2.169112996925895,-0.6506045787160294,0.03229743398082603
7.951620345325435,-3.1737956325982006,-0.1678365361106426,0.11854352336020607,1.8382648701071709,-0.8346331442783652,-0.03346093833217471
-6.274716946011512,-3.177377083746381,-1.7404609877136772,-0.7180197568769758,2.1340266060085384,-0.9337494958494656,-0.31840825134781503
-1.4100819886989489,1.3700003089488941,4.6873335094380355,-0.6445496738591365,2.1062644754156246,-0.705260601848388,-0.46352659108875255
1.2585055851129885,6.046972455865521,-1.9598140736599476,0.3795841374837281,2.1483407251398234,-0.9493836109366781,-0.30546736366272703
7.846060780331913,-3.289082329945981,-0.34726441280569237,-0.42476280908319347,2.1209404569883863,-0.1750450678816351,-0.040885685306485356
-6.126899511515217,-3.022873556831072,-1.5818182639345304,0.46401312946615497,2.6691989127780693,-1.022156963158498,-0.8319140654810749
-1.641556084362787,1.2631912998763861,4.616500407634541,0.3183399275069889,2.0468762232861506,0.07941904359583572,-0.7325233251814846
1.2282856206571402,6.009512916863795,-2.050853779565797,0.3652830641453694,2.6916267720016416,-0.5411651122748362,-0.5330550429308378
7.812487988648833,-3.3563472019112535,-0.46575481566337706,-0.8534692862224901,2.765646521605911,0.5469340542542539,-0.054362771853022906
