Acanthastrea,Acrhelia,Acropora,Alveopora,Anacropora,Astrea,Astreopora,Australomussa,Barabattoia,Blastomussa,Bleaching,Cantharellus,Caryophyllia,Catalaphyllia,Caulastrea,Coelastrea,Coeloseris,Coeloseris mayeri,Coscinaraea,Coscinaria,Ctenactis,Culicia,Cycloseris,Cyphastrea,DHW_from_90th_HS>1,Dendrophyllia,Diaseris,Diploastrea,Diploastrea heliopora,Dipsastraea,Distichopora,ENSO,Echinophyllia,Echinopora,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Gardineroseris planulata,Goniastrea,Goniastrea favulus,Goniastrea pectinata,Goniastrea retiformis,Goniopora,Heliofungia,Heliopora,Herpolitha,Heteropsammia,Hydnophora,IOD,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Merulina,Micromussa,Millepora,Montastrea,Month,Montigyra,Montipora,Moselaya,Mycedium,Oulastrea crispata,Oulophyllia,Oxypora,Pachyseris,Pachyseris rugosa,Palauastrea,Pavona,Pavona clavus,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleurogyra,Pocillopora,Podabacia,Podobacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Reef_Andaman & Nicobar Islands,Reef_Ashmore Reef north-west Australia,Reef_Christmas Island Indian Ocean,Reef_Cocos Keeling Atolls Indian Ocean,Reef_Gulf of Kachchh,Reef_Gulf of Mannar,Reef_Houtman Abrolhos Islands west Australia,Reef_Kimberley Coast north-west Australia,Reef_Lakshadweep,Reef_Ningaloo Reef and coastal north-west Australia,Reef_Rowley Shoals west Australia,Reef_Scott Reef west Australia,Rhizopsammia,SST@90th_HS,SSTA@90th_HS,SST_MAX,SST_MIN,Salinity,Sandalolitha,Scapophyllia,Seriatopora,Siderastrea,Stylaster,Stylocoeniella,Stylophora,Symphyllia,Trachyphyllia,Tubastrea,Tubipora,Turbinaria,Year,fCO2,pH_total
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.30678325,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.179829,0,1,1,0,0,0,1,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.77433333333333,0.7858033333333334,29.32,27.55,35.61450179166667,0,0,1,0,0,0,1,1,0,0,0,0,2003,369.8327566666667,8.076236520833334
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.36954375,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.65721975,1,1,1,1,0,0,1,1,0,0,0,10,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.42967741935484,1.1492548387096777,30.32,28.09,32.594005375,0,0,1,1,0,0,1,1,0,0,0,1,2003,347.24175375,8.0802510625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.36954375,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.65721975,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.021612903225805,1.1293193548387097,29.82,26.28,36.42324,0,0,0,1,0,0,0,1,0,0,0,1,2003,403.48572,8.05019
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.36954375,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.65721975,0,1,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.01774193548387,0.6602129032258064,30.34,26.31,34.62784,0,0,1,0,0,0,1,1,0,0,0,1,2003,368.35565,8.070352
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.36954375,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.65721975,0,1,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.053870967741933,0.7519193548387096,29.91,27.87,35.585802,0,0,1,0,0,0,1,1,0,0,0,0,2003,369.8036595833333,8.076395458333334
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.5258436666666667,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.5314866666666667,1,1,1,1,0,0,1,1,0,0,0,11,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.16166666666667,0.8580666666666666,29.86,27.72,32.3583020625,0,0,1,1,0,0,1,1,0,0,0,1,2003,351.070724375,8.07717728125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.5258436666666667,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.5314866666666667,0,1,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.296666666666667,0.5956033333333333,28.61,23.12,36.44075,0,0,0,1,0,0,0,1,0,0,0,1,2003,388.76974,8.062798
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.5258436666666667,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.5314866666666667,0,1,1,0,0,0,1,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28.249666666666663,0.2155,29.37,26.16,34.19649,0,0,1,0,0,0,1,1,0,0,0,1,2003,363.68393,8.065071
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.5258436666666667,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.5314866666666667,0,1,1,0,0,0,1,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.545,0.98448,30.06,28.2,35.474255416666665,0,0,1,0,0,0,1,1,0,0,0,0,2003,372.778335,8.072688729166666
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.438126,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.6920040000000001,1,1,1,1,0,0,1,1,0,0,0,12,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.48677419354839,0.559174193548387,29.41,27.07,32.5891851875,0,0,1,1,0,0,1,1,0,0,0,1,2003,353.0574975,8.07487296875
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.438126,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.6920040000000001,0,1,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.096774193548388,0.1603516129032257,26.65,19.85,36.433517,0,0,0,1,0,0,0,1,0,0,0,1,2003,392.89536,8.059486
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.438126,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.6920040000000001,0,1,1,0,0,0,1,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.66483870967742,-0.014958064516129,28.62,25.9,33.79929,0,0,1,0,0,0,1,1,0,0,0,1,2003,361.71255,8.059823
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.438126,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.6920040000000001,0,1,1,0,0,0,1,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.89774193548387,0.4688032258064516,29.53,27.18,35.28953395833333,0,0,1,0,0,0,1,1,0,0,0,0,2003,374.1753225,8.070695979166667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.6898044999999999,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0.21556175,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.096451612903227,0.4881774193548387,28.47,25.68,32.7207218125,0,0,1,1,0,0,1,1,0,0,0,1,2004,347.88652625,8.0805715625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.6898044999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.21556175,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23.78483870967742,0.1732225806451613,24.97,18.97,36.396034,0,0,0,1,0,0,0,1,0,0,0,1,2004,395.75894,8.056652
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.6898044999999999,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.21556175,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.50870967741935,0.113658064516129,28.53,25.75,33.57626,0,0,1,0,0,0,1,1,0,0,0,1,2004,353.2287,8.062326
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.6898044999999999,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.21556175,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.55516129032258,0.4436903225806451,29.04,27.17,34.90944554166666,0,0,1,0,0,0,1,1,0,0,0,0,2004,369.9437291666666,8.072221875
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.4610592,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0.465698,1,1,1,1,0,0,1,1,0,0,0,2,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.145517241379316,0.3304068965517241,28.69,25.29,32.7812379375,0,0,1,1,0,0,1,1,0,0,0,1,2004,347.2681275,8.084221125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.4610592,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.465698,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23.60172413793104,-0.1260586206896551,25.52,19.6,36.326664,0,0,0,1,0,0,0,1,0,0,0,1,2004,389.75375,8.062103
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.4610592,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.465698,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.683103448275865,-0.0434655172413793,28.65,26.23,33.70094,0,0,1,0,0,0,1,1,0,0,0,1,2004,351.4404,8.072011
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.4610592,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.465698,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.74896551724138,0.4174482758620689,29.4,27.12,34.68949716666666,0,0,1,0,0,0,1,1,0,0,0,0,2004,366.4635995833333,8.074099437500001
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.2434224999999999,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.3382225,1,1,1,1,0,0,1,1,0,0,0,3,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.929032258064517,0.1726225806451612,30.24,25.98,32.821157625,0,0,1,1,0,0,1,1,0,0,0,1,2004,358.36578375,8.071890281249999
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.2434224999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.3382225,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.520967741935483,0.875341935483871,26.85,22.64,36.32222,0,0,0,1,0,0,0,1,0,0,0,1,2004,389.02454,8.062954
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.2434224999999999,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.3382225,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.063225806451616,0.1463258064516129,31.25,26.77,33.899746,0,0,1,0,0,0,1,1,0,0,0,1,2004,364.07895,8.068561
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.2434224999999999,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.3382225,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.669032258064515,0.6741774193548387,30.88,27.55,34.606369375,0,0,1,0,0,0,1,1,0,0,0,0,2004,367.35389875,8.0731379375
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,2.6586,1,0,1,1,1,0,0.44581575,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.11428075,1,1,1,1,0,0,1,1,0,0,0,4,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.74833333333333,1.0475733333333332,31.86,27.7,32.8741549375,0,0,1,1,0,0,1,1,0,0,0,1,2004,369.671074375,8.06084540625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.44581575,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.11428075,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.472666666666665,1.03443,29.05,25.12,36.345936,0,0,0,1,0,0,0,1,0,0,0,1,2004,399.47433,8.053965
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,1,0,0,0,1,0,0.44581575,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.11428075,0,1,1,0,0,0,1,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30.638,0.7189666666666666,31.85,28.83,34.03269,0,0,1,0,0,0,1,1,0,0,0,1,2004,366.70444,8.06503
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2957,1,0,0,0,1,0,0.44581575,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.11428075,0,1,1,0,0,0,1,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.604,0.92436,31.6,29.46,34.705988041666664,0,0,1,0,0,0,1,1,0,0,0,0,2004,371.01485916666667,8.070343333333334
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,3.1414,1,0,1,1,1,0,0.3861058,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.9799318,1,1,1,1,0,0,1,1,0,0,0,5,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.930967741935483,0.2132483870967742,31.52,28.07,32.956838125,0,0,1,1,0,0,1,1,0,0,0,1,2004,363.431630625,8.0672011875
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0.3861058,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.9799318,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.95225806451613,0.6592612903225806,29.93,26.18,36.46203,0,0,0,1,0,0,0,1,0,0,0,1,2004,399.7877,8.054004
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,1,0,0,0,1,0,0.3861058,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.9799318,0,1,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.889354838709675,0.1694935483870967,31.28,26.85,34.247375,0,0,1,0,0,0,1,1,0,0,0,1,2004,370.32385,8.065758
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2957,1,0,0,0,1,0,0.3861058,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.9799318,0,1,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.537419354838708,-0.2595612903225806,30.82,27.77,35.00397145833333,0,0,1,0,0,0,1,1,0,0,0,0,2004,373.1321125,8.070346166666667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,3.1414,1,0,1,1,1,0,0.3725775,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.00343875,1,1,1,1,0,0,1,1,0,0,0,6,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.995,0.0280699999999999,30.23,27.54,33.002247875,0,0,1,1,0,0,1,1,0,0,0,1,2004,358.891875,8.07171359375
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6414,0,0,0,0,0,0,0.3725775,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.00343875,0,1,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.72266666666667,0.9573666666666668,31.96,28.12,36.532497,0,0,0,1,0,0,0,1,0,0,0,1,2004,396.55707,8.057026
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,1,0,0,0,1,0,0.3725775,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.00343875,0,1,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.06233333333333,0.1951999999999999,30.7,25.36,34.521755,0,0,1,0,0,0,1,1,0,0,0,1,2004,378.41776,8.061604
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2957,1,0,0,0,1,0,0.3725775,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1.00343875,0,1,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.36833333333333,-0.44836,29.2,27.05,35.279216166666664,0,0,1,0,0,0,1,1,0,0,0,0,2004,367.94347166666665,8.076455479166667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,3.1414,1,0,1,1,1,0,0.647568,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.8072327499999999,1,1,1,1,0,0,1,1,0,0,0,7,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.636129032258065,0.5050709677419355,29.29,27.3,33.048432375,0,0,1,1,0,0,1,1,0,0,0,1,2004,353.652341875,8.0755234375
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6414,0,0,0,0,0,0,0.647568,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.8072327499999999,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.33677419354839,0.0897967741935483,29.64,26.81,36.554966,0,0,0,1,0,0,0,1,0,0,0,1,2004,393.31464,8.059572
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,1,0,0,0,1,0,0.647568,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.8072327499999999,0,1,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28.96935483870968,0.8748774193548388,30.22,24.6,34.630676,0,0,1,0,0,0,1,1,0,0,0,1,2004,397.31326,8.04337
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2957,1,0,0,0,1,0,0.647568,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.8072327499999999,0,1,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.990645161290324,0.0856516129032258,28.52,26.65,35.462805583333335,0,0,1,0,0,0,1,1,0,0,0,0,2004,368.79346333333336,8.076524416666667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,0.6682422,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.4458103999999999,1,1,1,1,0,0,1,1,0,0,0,8,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.46967741935484,0.5422806451612904,29.26,27.47,32.9887493125,0,0,1,1,0,0,1,1,0,0,0,1,2004,350.834448125,8.077867375
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6414,0,0,0,0,0,0,0.6682422,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.4458103999999999,0,1,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.31806451612903,-0.3499967741935484,28.22,26.12,36.531654,0,0,0,1,0,0,0,1,0,0,0,1,2004,394.19638,8.059651
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0.6682422,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.4458103999999999,0,1,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.19161290322581,0.8812516129032258,30.53,24.95,34.74936,0,0,1,0,0,0,1,1,0,0,0,1,2004,384.10938,8.057363
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0.6682422,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.4458103999999999,0,1,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.97451612903226,0.285958064516129,28.64,26.13,35.590664875,0,0,1,0,0,0,1,1,0,0,0,0,2004,371.65776625,8.074687375
