Acanthastrea,Acrhelia,Acropora,Alveopora,Anacropora,Astrea,Astreopora,Australomussa,Barabattoia,Blastomussa,Bleaching,Cantharellus,Caryophyllia,Catalaphyllia,Caulastrea,Coelastrea,Coeloseris,Coeloseris mayeri,Coscinaraea,Coscinaria,Ctenactis,Culicia,Cycloseris,Cyphastrea,DHW_from_90th_HS>1,Dendrophyllia,Diaseris,Diploastrea,Diploastrea heliopora,Dipsastraea,Distichopora,ENSO,Echinophyllia,Echinopora,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Gardineroseris planulata,Goniastrea,Goniastrea favulus,Goniastrea pectinata,Goniastrea retiformis,Goniopora,Heliofungia,Heliopora,Herpolitha,Heteropsammia,Hydnophora,IOD,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Merulina,Micromussa,Millepora,Montastrea,Month,Montigyra,Montipora,Moselaya,Mycedium,Oulastrea crispata,Oulophyllia,Oxypora,Pachyseris,Pachyseris rugosa,Palauastrea,Pavona,Pavona clavus,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleurogyra,Pocillopora,Podabacia,Podobacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Reef_Andaman & Nicobar Islands,Reef_Ashmore Reef north-west Australia,Reef_Christmas Island Indian Ocean,Reef_Cocos Keeling Atolls Indian Ocean,Reef_Gulf of Kachchh,Reef_Gulf of Mannar,Reef_Houtman Abrolhos Islands west Australia,Reef_Kimberley Coast north-west Australia,Reef_Lakshadweep,Reef_Ningaloo Reef and coastal north-west Australia,Reef_Rowley Shoals west Australia,Reef_Scott Reef west Australia,Rhizopsammia,SST@90th_HS,SSTA@90th_HS,SST_MAX,SST_MIN,Salinity,Sandalolitha,Scapophyllia,Seriatopora,Siderastrea,Stylaster,Stylocoeniella,Stylophora,Symphyllia,Trachyphyllia,Tubastrea,Tubipora,Turbinaria,Year,fCO2,pH_total
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.720437,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.793126,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.55064516129032,0.1697774193548387,29.86,26.6,36.59018,0,0,0,1,0,0,0,1,0,0,0,1,2012,416.4854,8.0402565
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.720437,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.793126,0,1,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.75483870967742,0.0667870967741935,31.14,26.98,34.269535,0,0,1,0,0,0,1,1,0,0,0,1,2012,383.0602,8.051214
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.720437,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.793126,0,1,1,0,0,0,1,1,0,0,0,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.4941935483871,-0.3195129032258064,30.09,28.46,34.90750125,0,0,1,0,0,0,1,1,0,0,0,0,2012,386.51222916666666,8.0577959375
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.3029,1,0,1,1,1,0,-0.5855184999999999,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.62560075,1,1,1,1,0,0,1,1,0,0,0,6,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.875333333333337,-0.0262833333333333,29.74,27.27,32.99782775,0,0,1,1,0,0,1,1,0,0,0,1,2012,368.805648125,8.062436375
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3286,0,0,0,0,0,0,-0.5855184999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.62560075,0,1,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29.2,0.4464433333333333,30.5,27.32,36.696896,0,0,0,1,0,0,0,1,0,0,0,1,2012,423.4412,8.035026
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.5855184999999999,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.62560075,0,1,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.281333333333336,0.3060099999999999,30.83,25.9,34.43559,0,0,1,0,0,0,1,1,0,0,0,1,2012,392.19727,8.044467
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.5855184999999999,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.62560075,0,1,1,0,0,0,1,1,0,0,0,6,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.94633333333333,0.1289366666666666,30.24,27.39,35.31245654166667,0,0,1,0,0,0,1,1,0,0,0,0,2012,379.9662579166666,8.065566479166668
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.3029,1,0,1,1,1,0,-0.3838212,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.1959152,1,1,1,1,0,0,1,1,0,0,0,7,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.62258064516129,0.5378096774193548,29.09,26.86,33.0801829375,0,0,1,1,0,0,1,1,0,0,0,1,2012,365.106371875,8.06473434375
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3286,0,0,0,0,0,0,-0.3838212,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.1959152,0,1,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.78,0.5782322580645162,29.87,27.53,36.614162,0,0,0,1,0,0,0,1,0,0,0,1,2012,412.89478,8.043342
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.3838212,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.1959152,0,1,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.44193548387097,1.1043032258064518,30.58,25.89,34.607254,0,0,1,0,0,0,1,1,0,0,0,1,2012,415.566,8.026178
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.3838212,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.1959152,0,1,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.32903225806452,0.4404,28.99,26.93,35.515903791666666,0,0,1,0,0,0,1,1,0,0,0,0,2012,381.4089154166666,8.065164041666668
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.19623625,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.00806075,1,1,1,1,0,0,1,1,0,0,0,8,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.45870967741936,0.5323032258064516,29.05,27.11,32.983919375,0,0,1,1,0,0,1,1,0,0,0,1,2012,360.69182625,8.06860621875
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3286,0,0,0,0,0,0,-0.19623625,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.00806075,0,1,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.63096774193548,0.0149129032258064,28.75,25.92,36.601665,0,0,0,1,0,0,0,1,0,0,0,1,2012,411.95578,8.044816
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.19623625,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.00806075,0,1,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.02258064516129,0.8746290322580645,30.03,25.21,34.690365,0,0,1,0,0,0,1,1,0,0,0,1,2012,393.80948,8.038769
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.19623625,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.00806075,0,1,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.18483870967741,0.5192064516129032,28.95,26.66,35.63687029166667,0,0,1,0,0,0,1,1,0,0,0,0,2012,382.19860166666666,8.0652571875
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.20208225,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0.143013,1,1,1,1,0,0,1,1,0,0,0,9,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.21433333333333,-0.0278999999999999,29.0,26.93,32.6754725625,0,0,1,1,0,0,1,1,0,0,0,1,2012,359.087699375,8.0694510625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3286,0,0,0,0,0,0,-0.20208225,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.143013,0,1,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.337666666666667,0.5802766666666667,29.58,26.87,36.65562,0,0,0,1,0,0,0,1,0,0,0,1,2012,421.73593,8.035159
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.20208225,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.143013,0,1,1,0,0,0,1,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.083666666666662,0.9693733333333332,30.15,26.09,34.69216,0,0,1,0,0,0,1,1,0,0,0,1,2012,393.92828,8.048854
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.20208225,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0.143013,0,1,1,0,0,0,1,1,0,0,0,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.23133333333333,0.27426,29.48,26.75,35.71175233333333,0,0,1,0,0,0,1,1,0,0,0,0,2012,384.23510333333337,8.063543166666667
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.0813344,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.0329,1,1,1,1,0,0,1,1,0,0,0,10,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.28354838709677,0.8317129032258065,30.35,27.99,32.53985475,0,0,1,1,0,0,1,1,0,0,0,1,2012,357.8267425,8.070435625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.0813344,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.0329,0,1,0,0,0,0,0,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.970967741935485,1.0992193548387097,30.03,27.41,36.57424,0,0,0,1,0,0,0,1,0,0,0,1,2012,430.83185,8.0277195
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.0813344,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.0329,0,1,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28.82161290322581,0.7248612903225806,29.79,26.75,34.55979,0,0,1,0,0,0,1,1,0,0,0,1,2012,384.12592,8.051178
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.0813344,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.0329,0,1,1,0,0,0,1,1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.200000000000003,0.8743774193548387,29.7,27.95,35.626336208333335,0,0,1,0,0,0,1,1,0,0,0,0,2012,388.0893991666667,8.060021625
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.2082985,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.1851105,1,1,1,1,0,0,1,1,0,0,0,11,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.637333333333338,1.2813899999999998,30.79,28.27,32.4803893125,0,0,1,1,0,0,1,1,0,0,0,1,2012,362.95871,8.066598687499999
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.2082985,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.1851105,0,1,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.39733333333333,0.9325633333333332,28.34,24.81,36.533295,0,0,0,1,0,0,0,1,0,0,0,1,2012,410.95737,8.043717
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.2082985,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.1851105,0,1,1,0,0,0,1,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28.604333333333333,0.5031433333333334,29.33,27.1,34.259125,0,0,1,0,0,0,1,1,0,0,0,1,2012,378.98068,8.049142
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.2082985,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.1851105,0,1,1,0,0,0,1,1,0,0,0,11,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.333666666666662,0.7878666666666666,29.88,28.16,35.51072020833333,0,0,1,0,0,0,1,1,0,0,0,0,2012,387.6693,8.059321875
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.4366279999999999,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.450662,1,1,1,1,0,0,1,1,0,0,0,12,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.892258064516128,0.956416129032258,29.46,27.19,32.62257925,0,0,1,1,0,0,1,1,0,0,0,1,2012,364.560725625,8.06499065625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.4366279999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.450662,0,1,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.478387096774195,0.5283290322580645,26.8,20.75,36.509956,0,0,0,1,0,0,0,1,0,0,0,1,2012,419.09912,8.036922
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.4366279999999999,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.450662,0,1,1,0,0,0,1,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.73258064516129,0.0488483870967741,28.6,25.88,33.764675,0,0,1,0,0,0,1,1,0,0,0,1,2012,376.57825,8.051172
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.4366279999999999,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.450662,0,1,1,0,0,0,1,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.108709677419355,0.7419064516129031,29.63,27.49,35.35735904166666,0,0,1,0,0,0,1,1,0,0,0,0,2012,392.0361295833333,8.055046375
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.61313375,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-1.3327435,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.46935483870968,0.8506548387096774,29.07,26.51,32.552961,0,0,1,1,0,0,1,1,0,0,0,1,2013,363.355275625,8.0658575625
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.61313375,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.3327435,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22.98451612903225,-0.6328645161290323,23.9,19.75,36.44009,0,0,0,1,0,0,0,1,0,0,0,1,2013,435.98285,8.022719
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.61313375,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.3327435,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.53322580645161,0.1540258064516129,28.5,26.12,33.60414,0,0,1,0,0,0,1,1,0,0,0,1,2013,371.1447,8.052869
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.61313375,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1.3327435,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.770967741935483,0.6506129032258064,29.22,27.69,34.804073083333336,0,0,1,0,0,0,1,1,0,0,0,0,2013,385.74474583333335,8.0579268125
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.545384,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.7830595,1,1,1,1,0,0,1,1,0,0,0,2,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28.86464285714285,1.0716857142857144,29.41,26.75,32.210400125,0,0,1,1,0,0,1,1,0,0,0,1,2013,361.735190625,8.0684513125
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.545384,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.7830595,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23.53178571428571,-0.1609285714285714,24.23,19.85,36.39029,0,0,0,1,0,0,0,1,0,0,0,1,2013,409.93454,8.044642
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.545384,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.7830595,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27.912142857142857,0.1613857142857142,28.83,26.25,33.74101,0,0,1,0,0,0,1,1,0,0,0,1,2013,369.1522,8.057907
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.545384,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.7830595,0,1,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.15392857142857,0.8373214285714285,29.61,27.92,34.155823833333336,0,0,1,0,0,0,1,1,0,0,0,0,2013,382.29805375,8.058510354166666
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.0,1,0,1,1,1,0,-0.61655375,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.556414,1,1,1,1,0,0,1,1,0,0,0,3,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29.623548387096776,0.8426903225806451,30.6,27.3,32.327312125,0,0,1,1,0,0,1,1,0,0,0,1,2013,372.44804625,8.05709775
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.61655375,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.556414,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25.02225806451613,0.3686741935483871,26.09,22.09,36.397938,0,0,0,1,0,0,0,1,0,0,0,1,2013,412.42853,8.042095
0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.61655375,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.556414,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29.07354838709677,0.2177612903225806,31.08,27.71,33.95318,0,0,1,0,0,0,1,1,0,0,0,1,2013,386.62527,8.051949
1,0,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,-0.61655375,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.556414,0,1,1,0,0,0,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.885483870967743,0.9069903225806452,30.56,28.58,34.46500141666667,0,0,1,0,0,0,1,1,0,0,0,0,2013,383.6550770833333,8.057968625
0,0,1,1,0,0,1,0,0,0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.6514,1,0,1,1,1,0,-0.6691769999999999,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,-0.81144675,1,1,1,1,0,0,1,1,0,0,0,4,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30.453666666666667,0.7213666666666667,31.32,27.59,32.6468874375,0,0,1,1,0,0,1,1,0,0,0,1,2013,387.019724375,8.044564812499999
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,-0.6691769999999999,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-0.81144675,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26.973,0.5157666666666666,29.14,24.59,36.40909,0,0,0,1,0,0,0,1,0,0,0,1,2013,425.82416,8.031948
