Year,Month,SST_MIN,SST_MAX,SST@90th_HS,SSTA@90th_HS,DHW_from_90th_HS>1,Salinity,pH_total,fCO2,IOD,ENSO,Bleaching,Acanthastrea,Acropora,Alveopora,Astreopora,Cantharellus,Caryophyllia,Coeloseris mayeri,Coscinaraea,Coscinaria,Cyphastrea,Dendrophyllia,Diploastrea,Diploastrea heliopora,Dipsastraea,Echinophyllia,Echinopora,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Gardineroseris planulata,Goniastrea,Goniopora,Heliopora,Hydnophora,Isopora,Leptastrea,Leptoria,Leptoseris,Lobophyllia,Merulina,Montipora,Mycedium,Oulastrea crispata,Oulophyllia,Pachyseris,Pachyseris rugosa,Pavona,Pavona clavus,Pectinia,Platygyra,Plesiastrea,Pocillopora,Podabacia,Podobacia,Porites,Psammocora,Pseudosiderastrea,Seriatopora,Siderastrea,Stylophora,Symphyllia,Turbinaria,Reef_Andaman & Nicobar Islands,Reef_Gulf of Kachchh,Reef_Gulf of Mannar,Reef_Lakshadweep
1997,1,25.84,27.97,27.506129032258062,-0.1143064516129032,0.0,32.69885775,8.090811,337.889160625,-0.839704,0.2013039999999999,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,1,19.55,24.16,23.115806451612904,-0.4777838709677419,0.0,36.41402,8.062024,390.11514,-0.839704,0.2013039999999999,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,1,25.8,27.86,27.261612903225807,-0.1535838709677419,0.0,33.580544,8.077757,342.99323,-0.839704,0.2013039999999999,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,1,27.29,28.72,28.25032258064516,0.1485258064516129,0.0,34.97936766666667,8.082114895833334,359.6364529166667,-0.839704,0.2013039999999999,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,2,25.54,27.73,27.32821428571429,-0.4619785714285714,0.0,32.778389375,8.093888312499999,337.500289375,-1.13003525,0.156985,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,2,19.67,23.74,22.892142857142854,-0.8360535714285715,0.0,36.33193,8.065048,386.8081,-1.13003525,0.156985,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,2,25.9,28.36,27.517142857142854,-0.2229571428571428,0.0,33.70213,8.084003,342.52118,-1.13003525,0.156985,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,2,27.17,28.52,28.088214285714287,-0.2263785714285714,0.0,34.681197250000004,8.083565333333334,356.4286545833333,-1.13003525,0.156985,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,3,25.92,29.57,28.483870967741936,-0.279541935483871,0.0,32.8279540625,8.084170625,346.547554375,-0.9050376,0.630737,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,3,21.47,25.45,24.483548387096775,-0.1406483870967741,0.0,36.283707,8.073111,377.17474,-0.9050376,0.630737,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,3,27.4,29.92,28.626774193548385,-0.2004225806451612,0.0,33.918987,8.080267,352.78262,-0.9050376,0.630737,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,3,27.59,29.97,29.288709677419355,0.2782548387096774,0.0,34.596644625,8.083373979166668,356.46080375,-0.9050376,0.630737,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,4,27.71,30.54,29.812666666666665,0.10064,0.0,32.8745801875,8.074581625,355.393995625,0.1358415,1.2039485,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,4,24.27,27.86,25.999666666666663,-0.45997,0.0,36.35479,8.060422,391.9828,0.1358415,1.2039485,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,4,28.79,30.99,29.949333333333335,0.2842766666666667,0.0,34.041138,8.076875,356.52686,0.1358415,1.2039485,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,4,28.78,31.0,30.082666666666668,0.4344766666666667,0.0,34.709765999999995,8.079503729166666,361.26291583333335,0.1358415,1.2039485,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,5,27.9,31.8,30.011935483870968,0.3670483870967742,1.5571,32.9470068125,8.0781916875,352.854215,-0.4433465,1.53191625,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,5,26.2,29.16,28.219032258064516,-0.1361677419354839,0.0,36.437794,8.059653,392.81116,-0.4433465,1.53191625,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,5,28.09,30.79,30.030967741935484,0.4410903225806452,0.0,34.19941,8.072525,358.62152,-0.4433465,1.53191625,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,5,28.98,31.39,30.581935483870968,0.7715,0.3271,34.955354166666666,8.080037062499999,362.29366625,-0.4433465,1.53191625,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,6,27.63,30.13,29.253,0.3585366666666666,1.5571,33.0219770625,8.07992928125,350.54298125,-0.0187886,1.7849214,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,6,27.34,30.18,29.141333333333332,0.3375833333333333,0.0,36.539436,8.060304,392.09216,-0.0187886,1.7849214,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,6,27.77,30.86,29.35233333333333,1.1470166666666666,0.0,34.43527,8.060301,374.51636,-0.0187886,1.7849214,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,6,28.34,31.0,29.959,1.149773333333333,0.3271,35.277677125000004,8.087001083333334,356.5923966666667,-0.0187886,1.7849214,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,7,27.54,29.07,28.504193548387097,0.2709290322580645,1.5571,33.041463625,8.084083,345.312556875,0.9782475,1.99414025,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,7,27.37,30.77,29.37032258064516,1.0931967741935484,0.5257,36.554104,8.056115,396.7945,0.9782475,1.99414025,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,7,26.48,30.34,29.32,1.0255838709677418,0.0,34.611534,8.047803,393.6829,0.9782475,1.99414025,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,7,26.57,29.67,28.176451612903225,0.2935387096774193,0.3271,35.46550225,8.085127541666667,359.63739875000005,0.9782475,1.99414025,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,8,27.38,28.84,28.37548387096774,0.3632935483870967,1.2243,32.971632,8.08903140625,340.464855,0.5722552000000001,2.4541846,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,8,26.79,29.36,28.45903225806452,0.764941935483871,0.5257,36.52838,8.059383,394.45654,0.5722552000000001,2.4541846,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,8,26.0,29.93,28.91870967741935,0.640125806451613,0.0,34.71382,8.064054,375.1237,0.5722552000000001,2.4541846,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,8,26.59,28.96,28.278387096774193,0.5627548387096774,0.0,35.59260679166667,8.086068562500001,359.50168041666666,0.5722552000000001,2.4541846,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,9,27.85,29.88,28.907,0.6533,0.0,32.8155781875,8.09068546875,338.58028375,1.03531775,2.9133675,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,9,28.02,29.73,28.909333333333333,1.2583366666666669,0.5257,36.487938,8.052565,400.66675,1.03531775,2.9133675,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,9,26.17,29.9,28.950333333333333,0.5712733333333334,0.0,34.660736,8.073006,366.18753,1.03531775,2.9133675,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,9,27.61,29.44,28.743,0.7705766666666667,0.0,35.611874875,8.084623395833333,360.8121775,1.03531775,2.9133675,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,10,27.62,30.58,29.60709677419355,1.1942000000000002,0.0,32.5996989375,8.0902760625,338.108778125,2.27434975,3.18873325,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,10,27.2,29.4,28.52548387096774,0.8408645161290322,0.5257,36.443306,8.055789,396.9301,2.27434975,3.18873325,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,10,27.68,30.0,28.764516129032256,0.7457677419354839,0.0,34.575027,8.07583,358.81647,2.27434975,3.18873325,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,10,28.6,30.22,29.72483870967742,1.4050709677419355,0.0,35.587941083333334,8.084227979166666,361.3246583333334,2.27434975,3.18873325,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,11,28.06,30.32,29.28966666666667,1.00231,0.0,32.53549475,8.087462437500001,341.428559375,3.3124997499999997,3.374354,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,11,24.07,28.24,27.27,0.5408033333333333,0.0,36.446175,8.071245,379.8312,3.3124997499999997,3.374354,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,11,27.63,29.59,28.783333333333335,0.7021666666666667,0.0,34.205025,8.073125,352.2769,3.3124997499999997,3.374354,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,11,28.68,30.39,29.744000000000003,1.1724066666666668,0.0,35.467304500000004,8.0817890625,362.76972125,3.3124997499999997,3.374354,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1997,12,26.84,29.51,28.73064516129032,0.8051290322580645,0.0,32.60341675,8.08451075,344.425406875,3.934350999999999,3.1939956,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1997,12,21.73,26.66,24.70967741935484,-0.2121419354838709,0.0,36.437363,8.054612,398.29684,3.934350999999999,3.1939956,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1997,12,27.48,29.7,29.07161290322581,1.347967741935484,0.0,33.852596,8.072946,350.63742,3.934350999999999,3.1939956,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1997,12,28.38,30.32,29.498387096774195,1.1144419354838708,0.0,35.287460833333334,8.07999075,364.0421683333333,3.934350999999999,3.1939956,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1998,1,25.44,28.78,28.178709677419352,0.5531516129032258,0.0,32.709634,8.08851390625,340.219884375,3.12098725,2.765896,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1998,1,19.49,24.59,23.36806451612903,-0.234416129032258,0.0,36.391193,8.058315,394.34296,3.12098725,2.765896,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1998,1,26.55,28.71,28.04903225806451,0.6262677419354838,0.0,33.571957,8.076164,343.8684,3.12098725,2.765896,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1998,1,27.84,29.84,29.14161290322581,1.0379129032258063,0.0,34.9699605,8.079777270833334,362.10261291666666,3.12098725,2.765896,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1998,2,25.77,28.84,28.270714285714288,0.5040392857142857,0.0,32.77858475,8.091562625,339.61529625,2.57393475,2.3638315,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1998,2,19.23,24.07,23.27392857142857,-0.3922571428571428,0.0,36.333504,8.071525,379.78772,2.57393475,2.3638315,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1998,2,27.51,29.69,28.437857142857144,0.7009035714285714,0.0,33.6929,8.082465,344.64066,2.57393475,2.3638315,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1998,2,28.04,29.88,29.203928571428573,0.8831178571428572,0.0,34.68341645833333,8.080597104166666,359.5467120833334,2.57393475,2.3638315,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1998,3,25.92,30.05,28.979032258064517,0.2310612903225806,0.0,32.8310201875,8.0804390625,350.285814375,2.3236353999999997,1.7720838,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1998,3,21.55,26.46,24.306451612903224,-0.3478129032258064,0.0,36.32303,8.06555,385.76443,2.3236353999999997,1.7720838,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1998,3,28.78,30.61,29.476774193548387,0.5950258064516128,0.0,33.86858,8.075367,357.8462,2.3236353999999997,1.7720838,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1998,3,28.17,30.56,29.473548387096773,0.4363806451612902,0.0,34.596331916666664,8.081426958333333,358.4953183333334,2.3236353999999997,1.7720838,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1998,4,28.19,31.28,30.365,0.6334533333333333,1.5814,32.871227312500004,8.0688406875,361.52932875,1.7508025,1.28264025,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1998,4,24.65,28.77,27.11466666666667,0.69054,0.0,36.353806,8.053463,399.89777,1.7508025,1.28264025,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1998,4,29.46,32.26,30.61866666666667,1.0674,2.6729,34.035957,8.07354,358.92175,1.7508025,1.28264025,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1998,4,29.31,31.59,30.736333333333334,1.0592,0.89,34.70892391666667,8.076186104166666,364.82219625,1.7508025,1.28264025,0.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1998,5,28.58,31.92,30.67064516129032,0.9719032258064516,3.9329,32.9601706875,8.0758733125,355.091285,0.5494532,0.6629022,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1998,5,27.16,31.05,29.312580645161287,0.8796258064516129,0.8843,36.452442,8.054973,398.14926,0.5494532,0.6629022,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1998,5,28.62,32.35,30.817419354838712,1.307467741935484,5.5457,34.230648,8.071669,361.21872,0.5494532,0.6629022,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1998,5,29.77,31.85,31.16548387096774,1.343967741935484,4.7857,34.99702895833334,8.077774583333333,364.9332058333334,0.5494532,0.6629022,1.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
1998,6,28.22,30.27,29.51966666666667,0.5148666666666667,3.9329,33.0108645,8.07857625,352.03882375,-0.37661675,0.0817475,0.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1998,6,27.41,30.76,29.651999999999997,0.7826133333333334,1.7043,36.52598,8.057619,395.17496,-0.37661675,0.0817475,1.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1998,6,25.92,31.48,30.023333333333333,0.8320166666666666,5.5457,34.31201,8.0602,375.9397,-0.37661675,0.0817475,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0
1998,6,27.87,31.55,29.548,0.73197,5.3314,35.319963875,8.085597291666668,358.20619375,-0.37661675,0.0817475,1.0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1
