Year,Month,Day,Latitude,Longitude,pH_total,Salinity,pCO2,fCO2,Reef Name
1985,1,1,6.5,92.5,8.097483,33.678272,336.68372,335.64648,Andaman & Nicobar Islands
1985,1,1,6.5,93.5,8.0981045,33.617237,335.7188,334.68527,Andaman & Nicobar Islands
1985,1,1,7.5,92.5,8.099027,33.641647,335.02182,333.98755,Andaman & Nicobar Islands
1985,1,1,7.5,93.5,8.099144,33.551147,334.6683,333.63638,Andaman & Nicobar Islands
1985,1,1,8.5,71.5,8.08813,35.377655,356.33997,355.2458,Lakshadweep
1985,1,1,8.5,72.5,8.087922,34.75832,353.45996,352.37576,Lakshadweep
1985,1,1,8.5,73.5,8.100837,34.695286,338.88818,337.8485,Lakshadweep
1985,1,1,8.5,74.5,8.099641,34.61389,339.26825,338.2289,Lakshadweep
1985,1,1,8.5,78.5,8.0942545,31.716423,322.62326,321.61575,Gulf of Mannar
1985,1,1,8.5,92.5,8.098999,33.550125,334.8323,333.79816,Andaman & Nicobar Islands
1985,1,1,8.5,93.5,8.100121,33.439312,333.25452,332.22455,Andaman & Nicobar Islands
1985,1,1,9.5,71.5,8.090839,35.57808,354.5755,353.48627,Lakshadweep
1985,1,1,9.5,72.5,8.088467,34.805943,353.67163,352.58615,Lakshadweep
1985,1,1,9.5,73.5,8.098388,34.149338,342.86038,341.80878,Lakshadweep
1985,1,1,9.5,74.5,8.096932,33.522522,339.8761,338.8335,Lakshadweep
1985,1,1,9.5,92.5,8.103793,33.555897,329.95502,328.93497,Andaman & Nicobar Islands
1985,1,1,9.5,93.5,8.103455,33.660187,329.64413,328.62463,Andaman & Nicobar Islands
1985,1,1,10.5,71.5,8.093508,35.979942,354.014,352.92532,Lakshadweep
1985,1,1,10.5,72.5,8.091465,35.402443,353.84464,352.75778,Lakshadweep
1985,1,1,10.5,73.5,8.09978,34.052998,341.4589,340.411,Lakshadweep
1985,1,1,10.5,74.5,8.100721,32.642704,336.77036,335.73538,Lakshadweep
1985,1,1,10.5,92.5,8.104794,33.789284,328.5472,327.53116,Andaman & Nicobar Islands
1985,1,1,10.5,93.5,8.11077,33.742397,322.36383,321.3665,Andaman & Nicobar Islands
1985,1,1,11.5,71.5,8.0953455,36.192764,353.22366,352.13434,Lakshadweep
1985,1,1,11.5,72.5,8.094263,36.127277,353.47943,352.3925,Lakshadweep
1985,1,1,11.5,73.5,8.106059,36.022766,340.6715,339.62506,Lakshadweep
1985,1,1,11.5,74.5,8.09635,33.734673,339.90952,338.86642,Lakshadweep
1985,1,1,11.5,92.5,8.11375,33.6188,319.3906,318.40143,Andaman & Nicobar Islands
1985,1,1,11.5,93.5,8.110649,33.68775,322.41403,321.4153,Andaman & Nicobar Islands
1985,1,1,12.5,71.5,8.0958395,36.02529,352.35434,351.2672,Lakshadweep
1985,1,1,12.5,72.5,8.095998,36.002262,351.9314,350.84744,Lakshadweep
1985,1,1,12.5,73.5,8.098939,35.04828,343.9494,342.89102,Lakshadweep
1985,1,1,12.5,74.5,8.103676,33.26911,338.6703,337.62973,Lakshadweep
1985,1,1,12.5,92.5,8.111656,33.405,321.17224,320.17712,Andaman & Nicobar Islands
1985,1,1,12.5,93.5,8.111656,33.300014,311.34018,310.3741,Andaman & Nicobar Islands
1985,1,1,13.5,71.5,8.091269,35.373108,354.45093,353.3556,Lakshadweep
1985,1,1,13.5,72.5,8.087311,34.381027,355.96277,354.86435,Lakshadweep
1985,1,1,13.5,73.5,8.099741,33.665657,341.96985,340.91638,Lakshadweep
1985,1,1,13.5,74.5,8.100758,34.000595,340.90964,339.86017,Lakshadweep
1985,1,1,13.5,92.5,8.1112,32.98291,321.00558,320.00925,Andaman & Nicobar Islands
1985,1,1,13.5,93.5,8.1112,32.115658,307.48068,306.52252,Andaman & Nicobar Islands
1985,1,1,22.5,68.5,8.073262,35.668285,378.00232,376.76135,Gulf of Kachchh
1985,2,1,6.5,92.5,8.094326,34.42806,342.16495,341.11655,Andaman & Nicobar Islands
1985,2,1,6.5,93.5,8.096214,34.44944,340.44745,339.40494,Andaman & Nicobar Islands
1985,2,1,7.5,92.5,8.094182,33.618572,339.97168,338.92694,Andaman & Nicobar Islands
1985,2,1,7.5,93.5,8.0976515,33.63091,336.84552,335.808,Andaman & Nicobar Islands
1985,2,1,8.5,71.5,8.092533,34.033417,348.29056,347.21835,Lakshadweep
1985,2,1,8.5,72.5,8.09322,34.112854,346.65125,345.58307,Lakshadweep
1985,2,1,8.5,73.5,8.096531,33.63465,339.66953,338.6256,Lakshadweep
1985,2,1,8.5,74.5,8.092565,33.323303,342.01498,340.96863,Lakshadweep
1985,2,1,8.5,78.5,8.100644,32.31137,323.54578,322.54578,Gulf of Mannar
1985,2,1,8.5,92.5,8.098185,33.730667,336.3405,335.30365,Andaman & Nicobar Islands
1985,2,1,8.5,93.5,8.099514,33.782063,334.01337,332.98398,Andaman & Nicobar Islands
1985,2,1,9.5,71.5,8.089594,34.48925,351.31772,350.23505,Lakshadweep
1985,2,1,9.5,72.5,8.093378,33.52847,347.95996,346.8895,Lakshadweep
1985,2,1,9.5,73.5,8.099843,33.359394,341.38507,340.33643,Lakshadweep
1985,2,1,9.5,74.5,8.095871,32.84685,340.44424,339.39993,Lakshadweep
1985,2,1,9.5,92.5,8.10138,33.646454,331.82294,330.80038,Andaman & Nicobar Islands
1985,2,1,9.5,93.5,8.102003,33.666397,330.95026,329.92963,Andaman & Nicobar Islands
1985,2,1,10.5,71.5,8.097405,35.683453,349.1627,348.0847,Lakshadweep
1985,2,1,10.5,72.5,8.093418,34.849964,348.34692,347.27643,Lakshadweep
1985,2,1,10.5,73.5,8.099562,34.743813,341.63266,340.58398,Lakshadweep
1985,2,1,10.5,74.5,8.102531,34.660038,336.85413,335.8189,Lakshadweep
1985,2,1,10.5,92.5,8.10652,33.521442,326.21637,325.21103,Andaman & Nicobar Islands
1985,2,1,10.5,93.5,8.111669,33.229053,321.0098,320.01968,Andaman & Nicobar Islands
1985,2,1,11.5,71.5,8.094333,35.483086,351.5945,350.5093,Lakshadweep
1985,2,1,11.5,72.5,8.098535,35.84544,348.2761,347.20502,Lakshadweep
1985,2,1,11.5,73.5,8.102633,35.787937,343.65213,342.5974,Lakshadweep
1985,2,1,11.5,74.5,8.096459,33.627834,338.428,337.38895,Lakshadweep
1985,2,1,11.5,92.5,8.116074,33.5556,317.37677,316.39578,Andaman & Nicobar Islands
1985,2,1,11.5,93.5,8.113924,33.579235,319.44092,318.45114,Andaman & Nicobar Islands
1985,2,1,12.5,71.5,8.089534,34.339027,355.51974,354.42023,Lakshadweep
1985,2,1,12.5,72.5,8.095734,35.559834,350.14456,349.0665,Lakshadweep
1985,2,1,12.5,73.5,8.0984745,34.858574,343.247,342.19177,Lakshadweep
1985,2,1,12.5,74.5,8.101902,33.1696,338.957,337.91638,Lakshadweep
1985,2,1,12.5,92.5,8.122802,33.167324,310.7392,309.77768,Andaman & Nicobar Islands
1985,2,1,12.5,93.5,8.122802,32.77633,317.04468,316.06277,Andaman & Nicobar Islands
1985,2,1,13.5,71.5,8.091522,34.257088,353.52637,352.4298,Lakshadweep
1985,2,1,13.5,72.5,8.097422,33.8926,345.39832,344.33163,Lakshadweep
1985,2,1,13.5,73.5,8.099484,33.716885,341.73404,340.681,Lakshadweep
1985,2,1,13.5,74.5,8.105255,33.735428,336.35138,335.31787,Lakshadweep
1985,2,1,13.5,92.5,8.130646,32.82274,303.2347,302.28992,Andaman & Nicobar Islands
1985,2,1,13.5,93.5,8.130646,32.13629,304.89435,303.94632,Andaman & Nicobar Islands
1985,2,1,22.5,68.5,8.091927,35.923527,359.09793,357.92056,Gulf of Kachchh
1985,3,1,6.5,92.5,8.092968,34.648445,344.0755,343.03302,Andaman & Nicobar Islands
1985,3,1,6.5,93.5,8.094893,34.637276,341.59204,340.55835,Andaman & Nicobar Islands
1985,3,1,7.5,92.5,8.090118,33.801563,343.6352,342.58963,Andaman & Nicobar Islands
1985,3,1,7.5,93.5,8.092261,33.63199,341.13745,340.09958,Andaman & Nicobar Islands
1985,3,1,8.5,71.5,8.094324,33.600166,347.08713,346.02643,Lakshadweep
1985,3,1,8.5,72.5,8.097127,33.323944,344.1434,343.0938,Lakshadweep
1985,3,1,8.5,73.5,8.09563,34.301674,342.28323,341.23914,Lakshadweep
1985,3,1,8.5,74.5,8.094542,33.84104,342.0517,341.00946,Lakshadweep
1985,3,1,8.5,78.5,8.095375,32.52599,335.56247,334.53784,Gulf of Mannar
1985,3,1,8.5,92.5,8.092195,33.573647,341.35294,340.31107,Andaman & Nicobar Islands
1985,3,1,8.5,93.5,8.093396,33.519344,339.6782,338.64523,Andaman & Nicobar Islands
1985,3,1,9.5,71.5,8.092595,34.268055,348.13907,347.07202,Lakshadweep
1985,3,1,9.5,72.5,8.09534,33.54963,346.26376,345.2053,Lakshadweep
1985,3,1,9.5,73.5,8.097187,34.426987,342.947,341.8999,Lakshadweep
1985,3,1,9.5,74.5,8.094265,34.085445,342.29858,341.254,Lakshadweep
1985,3,1,9.5,92.5,8.09291,33.12774,339.09323,338.05908,Andaman & Nicobar Islands
1985,3,1,9.5,93.5,8.092609,33.132698,339.23633,338.20456,Andaman & Nicobar Islands
1985,3,1,10.5,71.5,8.094073,34.656895,348.68372,347.614,Lakshadweep
1985,3,1,10.5,72.5,8.093545,34.48073,347.3216,346.2555,Lakshadweep
1985,3,1,10.5,73.5,8.100145,34.63008,340.40628,339.36362,Lakshadweep
1985,3,1,10.5,74.5,8.099725,34.174137,337.16437,336.1336,Lakshadweep
1985,3,1,10.5,92.5,8.094303,33.114426,337.54205,336.51135,Andaman & Nicobar Islands
1985,3,1,10.5,93.5,8.093423,33.374207,338.29562,337.264,Andaman & Nicobar Islands
1985,3,1,11.5,71.5,8.094113,34.793957,348.8214,347.74765,Lakshadweep
1985,3,1,11.5,72.5,8.094565,34.6762,346.6905,345.62418,Lakshadweep
1985,3,1,11.5,73.5,8.099801,34.480415,340.4253,339.3822,Lakshadweep
1985,3,1,11.5,74.5,8.101039,33.47393,335.24557,334.21964,Lakshadweep
1985,3,1,11.5,92.5,8.100491,33.236782,331.63434,330.6201,Andaman & Nicobar Islands
1985,3,1,11.5,93.5,8.095652,33.212723,335.82037,334.79303,Andaman & Nicobar Islands
1985,3,1,12.5,71.5,8.099471,34.75141,344.2256,343.1636,Lakshadweep
1985,3,1,12.5,72.5,8.09359,35.04203,349.74887,348.67233,Lakshadweep
1985,3,1,12.5,73.5,8.102471,34.27821,338.28183,337.24332,Lakshadweep
1985,3,1,12.5,74.5,8.109821,33.233444,331.26495,330.24997,Lakshadweep
1985,3,1,12.5,92.5,8.104572,33.15798,327.18335,326.17297,Andaman & Nicobar Islands
1985,3,1,12.5,93.5,8.104572,32.27881,333.54434,332.52237,Andaman & Nicobar Islands
1985,3,1,13.5,71.5,8.101369,34.45072,343.01486,341.95355,Lakshadweep
1985,3,1,13.5,72.5,8.098003,34.293915,344.5632,343.5024,Lakshadweep
1985,3,1,13.5,73.5,8.106951,33.762054,334.4212,333.39014,Lakshadweep
1985,3,1,13.5,74.5,8.1116495,33.48043,329.76047,328.7474,Lakshadweep
1985,3,1,13.5,92.5,8.113162,32.42518,317.48788,316.5004,Andaman & Nicobar Islands
1985,3,1,13.5,93.5,8.113162,32.24913,328.67508,327.661,Andaman & Nicobar Islands
1985,3,1,22.5,68.5,8.092201,36.121853,359.25534,358.09085,Gulf of Kachchh
1985,4,1,6.5,92.5,8.089,34.520294,349.18988,348.1461,Andaman & Nicobar Islands
1985,4,1,6.5,93.5,8.08999,34.395996,347.35782,346.31943,Andaman & Nicobar Islands
1985,4,1,7.5,92.5,8.088758,33.584343,344.89548,343.8653,Andaman & Nicobar Islands
1985,4,1,7.5,93.5,8.090365,33.654854,343.4708,342.44138,Andaman & Nicobar Islands
1985,4,1,8.5,71.5,8.086075,35.014153,357.02646,355.9491,Lakshadweep
1985,4,1,8.5,72.5,8.087978,34.427956,353.0197,351.95438,Lakshadweep
1985,4,1,8.5,73.5,8.094851,34.043175,344.38315,343.34286,Lakshadweep
1985,4,1,8.5,74.5,8.093187,33.517647,342.84772,341.8143,Lakshadweep
1985,4,1,8.5,78.5,8.092128,33.253357,338.6718,337.6585,Gulf of Mannar
1985,4,1,8.5,92.5,8.089764,33.411057,343.37622,342.34836,Andaman & Nicobar Islands
1985,4,1,8.5,93.5,8.091139,33.530907,342.3151,341.28894,Andaman & Nicobar Islands
1985,4,1,9.5,71.5,8.08685,34.757576,355.63184,354.5582,Lakshadweep
1985,4,1,9.5,72.5,8.086942,34.524506,354.2455,353.17618,Lakshadweep
1985,4,1,9.5,73.5,8.095452,34.46311,344.6594,343.61853,Lakshadweep
1985,4,1,9.5,74.5,8.093539,34.458946,344.62546,343.5847,Lakshadweep
1985,4,1,9.5,92.5,8.088477,33.238167,343.57062,342.54163,Andaman & Nicobar Islands
1985,4,1,9.5,93.5,8.087502,33.100002,344.1556,343.12537,Andaman & Nicobar Islands
1985,4,1,10.5,71.5,8.08855,35.047134,355.33182,354.25488,Lakshadweep
1985,4,1,10.5,72.5,8.087267,34.735306,354.4229,353.35046,Lakshadweep
1985,4,1,10.5,73.5,8.096687,34.135094,343.47943,342.44098,Lakshadweep
1985,4,1,10.5,74.5,8.093739,34.009254,343.26318,342.22552,Lakshadweep
1985,4,1,10.5,92.5,8.088056,33.17182,343.98337,342.95035,Andaman & Nicobar Islands
1985,4,1,10.5,93.5,8.086925,33.2793,345.37485,344.33936,Andaman & Nicobar Islands
1985,4,1,11.5,71.5,8.088616,35.02998,355.18692,354.10632,Lakshadweep
1985,4,1,11.5,72.5,8.089491,34.52864,351.701,350.6358,Lakshadweep
1985,4,1,11.5,73.5,8.097405,34.155693,343.67758,342.63766,Lakshadweep
1985,4,1,11.5,74.5,8.098891,33.90912,338.18692,337.161,Lakshadweep
1985,4,1,11.5,92.5,8.088957,33.156895,343.10498,342.07147,Andaman & Nicobar Islands
1985,4,1,11.5,93.5,8.088025,32.690605,342.76367,341.7321,Andaman & Nicobar Islands
1985,4,1,12.5,71.5,8.091182,35.14685,353.66577,352.58813,Lakshadweep
1985,4,1,12.5,72.5,8.090737,34.73642,352.34796,351.27878,Lakshadweep
1985,4,1,12.5,73.5,8.097931,34.30265,343.1719,342.13022,Lakshadweep
1985,4,1,12.5,74.5,8.104156,33.58572,337.82452,336.79837,Lakshadweep
1985,4,1,12.5,92.5,8.094759,33.079487,337.2135,336.19495,Andaman & Nicobar Islands
1985,4,1,12.5,93.5,8.094759,32.23433,340.5469,339.52417,Andaman & Nicobar Islands
1985,4,1,13.5,71.5,8.092961,34.936874,351.54996,350.47784,Lakshadweep
1985,4,1,13.5,72.5,8.091415,34.779427,351.69925,350.62787,Lakshadweep
1985,4,1,13.5,73.5,8.099744,34.114643,341.33463,340.2923,Lakshadweep
1985,4,1,13.5,74.5,8.101413,33.575233,340.92535,339.88574,Lakshadweep
1985,4,1,13.5,92.5,8.095115,32.32154,335.5143,334.496,Andaman & Nicobar Islands
1985,4,1,13.5,93.5,8.095115,32.2735,338.27505,337.2521,Andaman & Nicobar Islands
1985,4,1,22.5,68.5,8.075921,36.271126,376.43387,375.2503,Gulf of Kachchh
1985,5,1,6.5,92.5,8.089917,33.988503,345.24414,344.21307,Andaman & Nicobar Islands
1985,5,1,6.5,93.5,8.088838,34.052925,346.65033,345.61243,Andaman & Nicobar Islands
1985,5,1,7.5,92.5,8.090259,33.535934,343.28204,342.2569,Andaman & Nicobar Islands
1985,5,1,7.5,93.5,8.090687,33.635986,343.14188,342.1157,Andaman & Nicobar Islands
1985,5,1,8.5,71.5,8.091917,34.08658,350.15417,349.11163,Lakshadweep
1985,5,1,8.5,72.5,8.094446,33.85954,346.85513,345.81866,Lakshadweep
1985,5,1,8.5,73.5,8.095037,33.95146,345.30942,344.2756,Lakshadweep
1985,5,1,8.5,74.5,8.09254,34.160408,344.68,343.64642,Lakshadweep
1985,5,1,8.5,78.5,8.091346,33.91462,343.1982,342.16827,Gulf of Mannar
1985,5,1,8.5,92.5,8.091527,33.453087,341.7401,340.71777,Andaman & Nicobar Islands
1985,5,1,8.5,93.5,8.091764,33.299324,341.16125,340.14285,Andaman & Nicobar Islands
1985,5,1,9.5,71.5,8.088518,34.752716,354.7674,353.70612,Lakshadweep
1985,5,1,9.5,72.5,8.086501,34.815697,355.56296,354.49658,Lakshadweep
1985,5,1,9.5,73.5,8.094908,34.72386,346.00293,344.9619,Lakshadweep
1985,5,1,9.5,74.5,8.096233,34.722496,343.6123,342.5781,Lakshadweep
1985,5,1,9.5,92.5,8.091211,33.27432,341.63385,340.61414,Andaman & Nicobar Islands
1985,5,1,9.5,93.5,8.090051,33.2047,341.89453,340.876,Andaman & Nicobar Islands
1985,5,1,10.5,71.5,8.088393,34.990368,355.5474,354.47974,Lakshadweep
1985,5,1,10.5,72.5,8.087655,34.65513,354.56415,353.4979,Lakshadweep
1985,5,1,10.5,73.5,8.097862,34.569996,343.2323,342.19955,Lakshadweep
1985,5,1,10.5,74.5,8.097373,34.764107,343.1611,342.12744,Lakshadweep
1985,5,1,10.5,92.5,8.091033,33.207485,340.8233,339.8093,Andaman & Nicobar Islands
1985,5,1,10.5,93.5,8.090874,33.0482,340.79224,339.7787,Andaman & Nicobar Islands
1985,5,1,11.5,71.5,8.088763,34.88479,356.18616,355.11526,Lakshadweep
1985,5,1,11.5,72.5,8.088291,34.67653,354.31534,353.24902,Lakshadweep
1985,5,1,11.5,73.5,8.097064,34.636368,344.47333,343.4357,Lakshadweep
1985,5,1,11.5,74.5,8.0987625,34.39894,341.0101,339.9812,Lakshadweep
1985,5,1,11.5,92.5,8.094972,33.095146,336.86844,335.85983,Andaman & Nicobar Islands
1985,5,1,11.5,93.5,8.089476,32.413918,340.43256,339.4155,Andaman & Nicobar Islands
1985,5,1,12.5,71.5,8.087179,34.897934,357.98608,356.90622,Lakshadweep
1985,5,1,12.5,72.5,8.086695,34.87806,357.4085,356.32938,Lakshadweep
1985,5,1,12.5,73.5,8.097369,34.704643,344.69403,343.65286,Lakshadweep
1985,5,1,12.5,74.5,8.10134,34.000057,339.70056,338.67273,Lakshadweep
1985,5,1,12.5,92.5,8.096572,32.987083,334.43622,333.4282,Andaman & Nicobar Islands
1985,5,1,12.5,93.5,8.096572,32.426018,338.7019,337.68787,Andaman & Nicobar Islands
1985,5,1,13.5,71.5,8.087757,35.22063,358.14825,357.0644,Lakshadweep
1985,5,1,13.5,72.5,8.088878,35.20365,357.33926,356.25992,Lakshadweep
1985,5,1,13.5,73.5,8.1001625,34.59716,342.61462,341.5785,Lakshadweep
1985,5,1,13.5,74.5,8.098907,33.962055,343.3062,342.2654,Lakshadweep
1985,5,1,13.5,92.5,8.094494,32.367844,335.89447,334.882,Andaman & Nicobar Islands
1985,5,1,13.5,93.5,8.094494,32.54518,337.4475,336.43304,Andaman & Nicobar Islands
1985,5,1,22.5,68.5,8.073796,36.445786,378.82404,377.659,Gulf of Kachchh
1985,6,1,6.5,92.5,8.092901,33.60679,341.01303,339.97522,Andaman & Nicobar Islands
1985,6,1,6.5,93.5,8.090752,33.64447,343.20425,342.16025,Andaman & Nicobar Islands
1985,6,1,7.5,92.5,8.093568,33.479767,339.8436,338.808,Andaman & Nicobar Islands
1985,6,1,7.5,93.5,8.093877,33.45589,339.52313,338.48618,Andaman & Nicobar Islands
1985,6,1,8.5,71.5,8.101143,34.811096,344.01007,342.96558,Lakshadweep
1985,6,1,8.5,72.5,8.100275,34.815983,343.85876,342.81467,Lakshadweep
1985,6,1,8.5,73.5,8.099434,34.68773,343.21674,342.17352,Lakshadweep
1985,6,1,8.5,74.5,8.098434,34.858818,343.48856,342.4419,Lakshadweep
1985,6,1,8.5,78.5,8.085688,34.271797,350.81454,349.74417,Gulf of Mannar
1985,6,1,8.5,92.5,8.096627,33.368145,336.63226,335.6056,Andaman & Nicobar Islands
1985,6,1,8.5,93.5,8.094246,33.301254,338.88065,337.84372,Andaman & Nicobar Islands
1985,6,1,9.5,71.5,8.0988865,34.99815,346.20166,345.15262,Lakshadweep
1985,6,1,9.5,72.5,8.099465,34.846092,344.39835,343.35254,Lakshadweep
1985,6,1,9.5,73.5,8.099154,34.898582,343.4804,342.4336,Lakshadweep
1985,6,1,9.5,74.5,8.1002,34.979576,341.84518,340.8024,Lakshadweep
1985,6,1,9.5,92.5,8.093831,33.1812,339.09717,338.06107,Andaman & Nicobar Islands
1985,6,1,9.5,93.5,8.092068,33.247917,340.2364,339.19507,Andaman & Nicobar Islands
1985,6,1,10.5,71.5,8.098608,35.14699,346.7733,345.72217,Lakshadweep
1985,6,1,10.5,72.5,8.09663,34.84604,347.1578,346.10284,Lakshadweep
1985,6,1,10.5,73.5,8.099423,34.93542,343.11356,342.06882,Lakshadweep
1985,6,1,10.5,74.5,8.098947,34.78304,342.3583,341.3154,Lakshadweep
1985,6,1,10.5,92.5,8.095085,32.95841,337.01004,335.9801,Andaman & Nicobar Islands
1985,6,1,10.5,93.5,8.095923,33.08709,336.36414,335.33487,Andaman & Nicobar Islands
1985,6,1,11.5,71.5,8.097636,35.395912,348.2478,347.1913,Lakshadweep
1985,6,1,11.5,72.5,8.096959,35.122932,347.3625,346.30878,Lakshadweep
1985,6,1,11.5,73.5,8.100936,34.837357,341.7426,340.70374,Lakshadweep
1985,6,1,11.5,74.5,8.100763,34.482403,339.9398,338.9022,Lakshadweep
1985,6,1,11.5,92.5,8.098844,32.87709,333.47382,332.45593,Andaman & Nicobar Islands
1985,6,1,11.5,93.5,8.096225,32.80358,335.18616,334.1595,Andaman & Nicobar Islands
1985,6,1,12.5,71.5,8.096794,35.620968,349.63663,348.5749,Lakshadweep
1985,6,1,12.5,72.5,8.097178,35.255447,348.45306,347.39633,Lakshadweep
1985,6,1,12.5,73.5,8.100962,34.857727,341.82953,340.79102,Lakshadweep
1985,6,1,12.5,74.5,8.103525,34.129326,338.03717,337.00436,Lakshadweep
1985,6,1,12.5,92.5,8.101174,32.85894,330.2375,329.23065,Andaman & Nicobar Islands
1985,6,1,12.5,93.5,8.101174,32.591843,333.77762,332.75766,Andaman & Nicobar Islands
1985,6,1,13.5,71.5,8.096894,35.638977,349.85498,348.79205,Lakshadweep
1985,6,1,13.5,72.5,8.096343,35.25351,349.45374,348.3942,Lakshadweep
1985,6,1,13.5,73.5,8.102736,34.768066,340.88446,339.84912,Lakshadweep
1985,6,1,13.5,74.5,8.098464,34.06208,343.31015,342.25967,Lakshadweep
1985,6,1,13.5,92.5,8.098329,32.464325,333.01926,332.0065,Andaman & Nicobar Islands
1985,6,1,13.5,93.5,8.098329,32.630264,333.52457,332.509,Andaman & Nicobar Islands
1985,6,1,22.5,68.5,8.077917,36.366253,374.05612,372.925,Gulf of Kachchh
1985,7,1,6.5,92.5,8.093906,33.48452,339.5461,338.50598,Andaman & Nicobar Islands
1985,7,1,6.5,93.5,8.092415,33.469154,340.61685,339.57565,Andaman & Nicobar Islands
1985,7,1,7.5,92.5,8.093789,33.53453,339.40488,338.36252,Andaman & Nicobar Islands
1985,7,1,7.5,93.5,8.095738,33.294506,337.34912,336.31378,Andaman & Nicobar Islands
1985,7,1,8.5,71.5,8.104715,35.50595,341.2633,340.21686,Lakshadweep
1985,7,1,8.5,72.5,8.101624,35.14581,343.13998,342.09033,Lakshadweep
1985,7,1,8.5,73.5,8.101383,35.355156,343.26886,342.2158,Lakshadweep
1985,7,1,8.5,74.5,8.092865,35.30641,351.40408,350.32446,Lakshadweep
1985,7,1,8.5,78.5,8.070983,34.81087,367.26297,366.1346,Gulf of Mannar
1985,7,1,8.5,92.5,8.098295,33.36844,334.89142,333.86215,Andaman & Nicobar Islands
1985,7,1,8.5,93.5,8.098364,33.112545,334.9794,333.94852,Andaman & Nicobar Islands
1985,7,1,9.5,71.5,8.100002,35.32229,345.2308,344.17313,Lakshadweep
1985,7,1,9.5,72.5,8.097758,35.203087,347.15182,346.08838,Lakshadweep
1985,7,1,9.5,73.5,8.098368,35.387924,346.43616,345.37372,Lakshadweep
1985,7,1,9.5,74.5,8.099862,35.158424,343.25174,342.1936,Lakshadweep
1985,7,1,9.5,92.5,8.098572,33.030983,334.84708,333.81686,Andaman & Nicobar Islands
1985,7,1,9.5,93.5,8.099403,32.96669,333.7174,332.69104,Andaman & Nicobar Islands
1985,7,1,10.5,71.5,8.0995,35.53746,346.53253,345.4694,Lakshadweep
1985,7,1,10.5,72.5,8.096718,35.35308,348.61716,347.54825,Lakshadweep
1985,7,1,10.5,73.5,8.101532,35.370613,343.2243,342.17075,Lakshadweep
1985,7,1,10.5,74.5,8.099553,34.90615,342.1068,341.05536,Lakshadweep
1985,7,1,10.5,92.5,8.100223,32.769547,332.58545,331.56024,Andaman & Nicobar Islands
1985,7,1,10.5,93.5,8.102432,32.779144,330.5102,329.49344,Andaman & Nicobar Islands
1985,7,1,11.5,71.5,8.101423,35.96751,346.31155,345.25076,Lakshadweep
1985,7,1,11.5,72.5,8.098894,35.64768,347.5346,346.47147,Lakshadweep
1985,7,1,11.5,73.5,8.103483,35.3589,341.26572,340.22388,Lakshadweep
1985,7,1,11.5,74.5,8.0974655,34.689156,343.33905,342.28943,Lakshadweep
1985,7,1,11.5,92.5,8.106921,32.610447,326.3495,325.3421,Andaman & Nicobar Islands
1985,7,1,11.5,93.5,8.102687,32.732708,329.2389,328.22552,Andaman & Nicobar Islands
1985,7,1,12.5,71.5,8.101853,35.87185,345.91815,344.8601,Lakshadweep
1985,7,1,12.5,72.5,8.098531,35.53645,347.37912,346.31708,Lakshadweep
1985,7,1,12.5,73.5,8.10497,35.28665,339.68686,338.65094,Lakshadweep
1985,7,1,12.5,74.5,8.108061,34.292496,333.41388,332.39297,Lakshadweep
1985,7,1,12.5,92.5,8.106093,32.5705,325.82104,324.81738,Andaman & Nicobar Islands
1985,7,1,12.5,93.5,8.106093,32.65406,316.39468,315.42017,Andaman & Nicobar Islands
1985,7,1,13.5,71.5,8.101636,35.697876,345.59512,344.5349,Lakshadweep
1985,7,1,13.5,72.5,8.098668,35.54666,347.34302,346.27664,Lakshadweep
1985,7,1,13.5,73.5,8.104032,35.0371,340.13794,339.0942,Lakshadweep
1985,7,1,13.5,74.5,8.095117,34.243435,346.5826,345.51593,Lakshadweep
1985,7,1,13.5,92.5,8.105091,32.409542,326.70016,325.6972,Andaman & Nicobar Islands
1985,7,1,13.5,93.5,8.105091,32.484764,314.97565,314.0088,Andaman & Nicobar Islands
1985,7,1,22.5,68.5,8.081512,36.280434,369.8424,368.7223,Gulf of Kachchh
1985,8,1,6.5,92.5,8.096427,33.629395,337.35007,336.31876,Andaman & Nicobar Islands
1985,8,1,6.5,93.5,8.096083,33.2692,336.88757,335.86218,Andaman & Nicobar Islands
1985,8,1,7.5,92.5,8.098046,33.561108,335.50842,334.48743,Andaman & Nicobar Islands
1985,8,1,7.5,93.5,8.098146,33.257042,334.87048,333.85153,Andaman & Nicobar Islands
1985,8,1,8.5,71.5,8.103085,35.78193,344.8177,343.75394,Lakshadweep
1985,8,1,8.5,72.5,8.099185,35.59878,347.30576,346.23434,Lakshadweep
1985,8,1,8.5,73.5,8.103843,35.596985,342.2468,341.1856,Lakshadweep
1985,8,1,8.5,74.5,8.094069,35.380398,350.67902,349.5904,Lakshadweep
1985,8,1,8.5,78.5,8.082877,34.95047,355.96408,354.8699,Gulf of Mannar
1985,8,1,8.5,92.5,8.0985565,33.498344,334.541,333.52097,Andaman & Nicobar Islands
1985,8,1,8.5,93.5,8.0977955,33.11933,335.1326,334.11353,Andaman & Nicobar Islands
1985,8,1,9.5,71.5,8.103137,35.92703,345.45856,344.39188,Lakshadweep
1985,8,1,9.5,72.5,8.100415,35.675373,346.39642,345.3265,Lakshadweep
