Year,Month,Day,Latitude,Longitude,pH_total,Salinity,pCO2,fCO2,Reef Name
2006,5,1,22.5,68.5,8.040497,36.432903,416.44778,415.17038,Gulf of Kachchh
2006,6,1,6.5,92.5,8.068665,33.56436,365.80307,364.69885,Andaman & Nicobar Islands
2006,6,1,6.5,93.5,8.066478,33.520493,368.0457,366.93518,Andaman & Nicobar Islands
2006,6,1,7.5,92.5,8.070435,33.419266,363.29773,362.19772,Andaman & Nicobar Islands
2006,6,1,7.5,93.5,8.064373,33.37551,369.63852,368.5192,Andaman & Nicobar Islands
2006,6,1,8.5,71.5,8.0732565,35.099136,372.32675,371.2059,Lakshadweep
2006,6,1,8.5,72.5,8.073731,35.042248,371.4109,370.2929,Lakshadweep
2006,6,1,8.5,73.5,8.078336,34.973595,365.73105,364.62982,Lakshadweep
2006,6,1,8.5,74.5,8.077106,34.901474,365.6162,364.51083,Lakshadweep
2006,6,1,8.5,78.5,8.051295,34.411034,383.97418,382.8051,Gulf of Mannar
2006,6,1,8.5,92.5,8.073223,33.257633,359.81677,358.72302,Andaman & Nicobar Islands
2006,6,1,8.5,93.5,8.070532,33.209988,362.53378,361.433,Andaman & Nicobar Islands
2006,6,1,9.5,71.5,8.072763,35.203682,373.1181,371.998,Lakshadweep
2006,6,1,9.5,72.5,8.073103,35.13269,372.14377,371.0224,Lakshadweep
2006,6,1,9.5,73.5,8.077589,35.043694,366.35684,365.2515,Lakshadweep
2006,6,1,9.5,74.5,8.077491,34.95347,365.14905,364.04327,Lakshadweep
2006,6,1,9.5,92.5,8.068134,33.105316,364.69806,363.58478,Andaman & Nicobar Islands
2006,6,1,9.5,93.5,8.068676,33.06251,363.33005,362.22247,Andaman & Nicobar Islands
2006,6,1,10.5,71.5,8.072928,35.313297,373.20764,372.0872,Lakshadweep
2006,6,1,10.5,72.5,8.07,35.22969,375.75342,374.6193,Lakshadweep
2006,6,1,10.5,73.5,8.079039,35.11528,364.85092,363.74744,Lakshadweep
2006,6,1,10.5,74.5,8.07605,35.012955,366.8738,365.76736,Lakshadweep
2006,6,1,10.5,92.5,8.067331,32.959587,363.91977,362.8108,Andaman & Nicobar Islands
2006,6,1,10.5,93.5,8.070173,32.900944,360.74902,359.64935,Andaman & Nicobar Islands
2006,6,1,11.5,71.5,8.070766,35.434673,375.93216,374.80356,Lakshadweep
2006,6,1,11.5,72.5,8.06951,35.325912,376.6953,375.5609,Lakshadweep
2006,6,1,11.5,73.5,8.078263,35.2011,366.47833,365.37177,Lakshadweep
2006,6,1,11.5,74.5,8.075162,35.097546,368.28204,367.1689,Lakshadweep
2006,6,1,11.5,92.5,8.069303,32.84637,361.56775,360.46774,Andaman & Nicobar Islands
2006,6,1,11.5,93.5,8.068963,32.746986,361.52307,360.42566,Andaman & Nicobar Islands
2006,6,1,12.5,71.5,8.070655,35.559322,376.6031,375.47586,Lakshadweep
2006,6,1,12.5,72.5,8.069556,35.432766,377.62207,376.4853,Lakshadweep
2006,6,1,12.5,73.5,8.080368,35.31056,364.9397,363.833,Lakshadweep
2006,6,1,12.5,74.5,8.073037,35.192093,371.86545,370.72366,Lakshadweep
2006,6,1,12.5,92.5,8.069827,32.736504,360.80215,359.70477,Andaman & Nicobar Islands
2006,6,1,12.5,93.5,8.069827,32.584545,359.97815,358.88516,Andaman & Nicobar Islands
2006,6,1,13.5,71.5,8.072191,35.682457,376.03568,374.904,Lakshadweep
2006,6,1,13.5,72.5,8.070117,35.55029,378.11588,376.97162,Lakshadweep
2006,6,1,13.5,73.5,8.08175,35.41502,364.81586,363.70615,Lakshadweep
2006,6,1,13.5,74.5,8.066819,35.309334,379.933,378.77054,Lakshadweep
2006,6,1,13.5,92.5,8.069646,32.636684,360.58737,359.48883,Andaman & Nicobar Islands
2006,6,1,13.5,93.5,8.069646,32.44932,359.335,358.24228,Andaman & Nicobar Islands
2006,6,1,22.5,68.5,8.043333,36.52513,413.24716,411.99576,Gulf of Kachchh
2006,7,1,6.5,92.5,8.065485,33.424152,367.83264,366.70917,Andaman & Nicobar Islands
2006,7,1,6.5,93.5,8.0659,33.39131,367.31732,366.19687,Andaman & Nicobar Islands
2006,7,1,7.5,92.5,8.067868,33.34408,365.1438,364.02805,Andaman & Nicobar Islands
2006,7,1,7.5,93.5,8.0673895,33.3061,365.5722,364.45517,Andaman & Nicobar Islands
2006,7,1,8.5,71.5,8.078042,35.477844,369.06665,367.938,Lakshadweep
2006,7,1,8.5,72.5,8.076514,35.38531,369.82748,368.6992,Lakshadweep
2006,7,1,8.5,73.5,8.076299,35.250942,368.98904,367.8615,Lakshadweep
2006,7,1,8.5,74.5,8.067865,35.100613,376.83762,375.68243,Lakshadweep
2006,7,1,8.5,78.5,8.042731,34.57714,399.53586,398.3178,Gulf of Mannar
2006,7,1,8.5,92.5,8.071437,33.27143,361.2687,360.16156,Andaman & Nicobar Islands
2006,7,1,8.5,93.5,8.07177,33.220493,360.97522,359.8698,Andaman & Nicobar Islands
2006,7,1,9.5,71.5,8.075891,35.585186,371.88458,370.7465,Lakshadweep
2006,7,1,9.5,72.5,8.074214,35.461018,372.70068,371.56094,Lakshadweep
2006,7,1,9.5,73.5,8.07439,35.29385,371.17468,370.037,Lakshadweep
2006,7,1,9.5,74.5,8.075321,35.12326,368.5403,367.40866,Lakshadweep
2006,7,1,9.5,92.5,8.071382,33.20418,361.33365,360.2237,Andaman & Nicobar Islands
2006,7,1,9.5,93.5,8.07199,33.120113,360.13492,359.02777,Andaman & Nicobar Islands
2006,7,1,10.5,71.5,8.074867,35.684357,373.42932,372.28702,Lakshadweep
2006,7,1,10.5,72.5,8.071955,35.52437,375.49658,374.34412,Lakshadweep
2006,7,1,10.5,73.5,8.076243,35.33783,369.4208,368.2842,Lakshadweep
2006,7,1,10.5,74.5,8.07115,35.145832,373.13043,371.98203,Lakshadweep
2006,7,1,10.5,92.5,8.069829,33.13346,360.94922,359.84137,Andaman & Nicobar Islands
2006,7,1,10.5,93.5,8.073785,33.008423,356.68832,355.59174,Andaman & Nicobar Islands
2006,7,1,11.5,71.5,8.075912,35.778225,372.49316,371.35297,Lakshadweep
2006,7,1,11.5,72.5,8.074298,35.59516,373.18036,372.03622,Lakshadweep
2006,7,1,11.5,73.5,8.076892,35.405148,369.2404,368.10513,Lakshadweep
2006,7,1,11.5,74.5,8.0714035,35.194168,373.21747,372.06573,Lakshadweep
2006,7,1,11.5,92.5,8.073671,33.08394,357.0585,355.96417,Andaman & Nicobar Islands
2006,7,1,11.5,93.5,8.074791,32.874622,355.84537,354.7528,Andaman & Nicobar Islands
2006,7,1,12.5,71.5,8.077292,35.87338,372.12866,370.99008,Lakshadweep
2006,7,1,12.5,72.5,8.074157,35.69092,373.37897,372.23483,Lakshadweep
2006,7,1,12.5,73.5,8.083052,35.499638,362.95752,361.8366,Lakshadweep
2006,7,1,12.5,74.5,8.08261,35.277657,361.98056,360.85046,Lakshadweep
2006,7,1,12.5,92.5,8.074588,33.025124,356.6852,355.59555,Andaman & Nicobar Islands
2006,7,1,12.5,93.5,8.074588,32.704994,347.77,346.70352,Andaman & Nicobar Islands
2006,7,1,13.5,71.5,8.078035,35.97698,371.48782,370.34735,Lakshadweep
2006,7,1,13.5,72.5,8.07274,35.799843,375.1727,374.019,Lakshadweep
2006,7,1,13.5,73.5,8.082901,35.61343,363.24103,362.1208,Lakshadweep
2006,7,1,13.5,74.5,8.066601,35.439457,379.82602,378.64465,Lakshadweep
2006,7,1,13.5,92.5,8.075716,32.937687,355.08353,353.99756,Andaman & Nicobar Islands
2006,7,1,13.5,93.5,8.075716,32.582634,346.84357,345.78183,Andaman & Nicobar Islands
2006,7,1,22.5,68.5,8.049127,36.546253,406.49878,405.27307,Gulf of Kachchh
2006,8,1,6.5,92.5,8.068271,33.61003,365.53394,364.41583,Andaman & Nicobar Islands
2006,8,1,6.5,93.5,8.068484,33.45757,365.15036,364.0337,Andaman & Nicobar Islands
2006,8,1,7.5,92.5,8.072449,33.598034,361.0253,359.921,Andaman & Nicobar Islands
2006,8,1,7.5,93.5,8.06881,33.44319,364.72726,363.61267,Andaman & Nicobar Islands
2006,8,1,8.5,71.5,8.079435,35.866703,370.0784,368.94437,Lakshadweep
2006,8,1,8.5,72.5,8.076533,35.64936,371.2982,370.15942,Lakshadweep
2006,8,1,8.5,73.5,8.078227,35.42203,367.95496,366.82495,Lakshadweep
2006,8,1,8.5,74.5,8.065734,35.18457,379.66937,378.50195,Lakshadweep
2006,8,1,8.5,78.5,8.0504675,34.625755,386.0751,384.8918,Gulf of Mannar
2006,8,1,8.5,92.5,8.074474,33.560646,358.7194,357.62192,Andaman & Nicobar Islands
2006,8,1,8.5,93.5,8.072385,33.389256,360.74774,359.64273,Andaman & Nicobar Islands
2006,8,1,9.5,71.5,8.079606,35.921932,370.10016,368.96448,Lakshadweep
2006,8,1,9.5,72.5,8.078439,35.685688,369.408,368.27402,Lakshadweep
2006,8,1,9.5,73.5,8.078014,35.425846,368.02554,366.89337,Lakshadweep
2006,8,1,9.5,74.5,8.065213,35.171978,379.69296,378.52463,Lakshadweep
2006,8,1,9.5,92.5,8.075121,33.46713,357.7908,356.6962,Andaman & Nicobar Islands
2006,8,1,9.5,93.5,8.077004,33.26099,355.29828,354.206,Andaman & Nicobar Islands
2006,8,1,10.5,71.5,8.077596,35.95197,372.34537,371.2039,Lakshadweep
2006,8,1,10.5,72.5,8.074736,35.71069,373.48322,372.33685,Lakshadweep
2006,8,1,10.5,73.5,8.073169,35.457584,373.3985,372.25235,Lakshadweep
2006,8,1,10.5,74.5,8.064431,35.153793,380.3949,379.22455,Lakshadweep
2006,8,1,10.5,92.5,8.072109,33.340637,359.05222,357.94995,Andaman & Nicobar Islands
2006,8,1,10.5,93.5,8.077362,33.099014,353.02057,351.93732,Andaman & Nicobar Islands
2006,8,1,11.5,71.5,8.078146,35.984962,371.87152,370.73016,Lakshadweep
2006,8,1,11.5,72.5,8.078626,35.754482,369.45135,368.3173,Lakshadweep
2006,8,1,11.5,73.5,8.0753565,35.500053,371.30853,370.16992,Lakshadweep
2006,8,1,11.5,74.5,8.063875,35.167145,381.069,379.89145,Lakshadweep
2006,8,1,11.5,92.5,8.082512,33.256645,348.33945,347.27142,Andaman & Nicobar Islands
2006,8,1,11.5,93.5,8.081647,32.955585,348.84885,347.7777,Andaman & Nicobar Islands
2006,8,1,12.5,71.5,8.078878,36.041985,371.38443,370.2418,Lakshadweep
2006,8,1,12.5,72.5,8.078348,35.825264,370.0665,368.92877,Lakshadweep
2006,8,1,12.5,73.5,8.075324,35.5864,371.84668,370.7044,Lakshadweep
2006,8,1,12.5,74.5,8.058446,35.23234,387.80225,386.58688,Lakshadweep
2006,8,1,12.5,92.5,8.084862,33.159695,346.88074,345.82208,Andaman & Nicobar Islands
2006,8,1,12.5,93.5,8.084862,32.790432,341.88977,340.8398,Andaman & Nicobar Islands
2006,8,1,13.5,71.5,8.079922,36.115776,370.6135,369.47775,Lakshadweep
2006,8,1,13.5,72.5,8.078914,35.923283,369.97473,368.8391,Lakshadweep
2006,8,1,13.5,73.5,8.074032,35.691616,373.74,372.5882,Lakshadweep
2006,8,1,13.5,74.5,8.061725,35.394814,385.38043,384.175,Lakshadweep
2006,8,1,13.5,92.5,8.08177,33.071156,349.45773,348.39136,Andaman & Nicobar Islands
2006,8,1,13.5,93.5,8.08177,32.716297,337.7156,336.67978,Andaman & Nicobar Islands
2006,8,1,22.5,68.5,8.047563,36.528934,409.52426,408.27194,Gulf of Kachchh
2006,9,1,6.5,92.5,8.070056,33.569393,364.17905,363.06357,Andaman & Nicobar Islands
2006,9,1,6.5,93.5,8.0740795,33.420002,359.48395,358.38373,Andaman & Nicobar Islands
2006,9,1,7.5,92.5,8.069498,33.597744,364.814,363.69724,Andaman & Nicobar Islands
2006,9,1,7.5,93.5,8.070079,33.45582,363.70776,362.59262,Andaman & Nicobar Islands
2006,9,1,8.5,71.5,8.078839,35.898994,370.6732,369.5417,Lakshadweep
2006,9,1,8.5,72.5,8.078392,35.704105,369.4761,368.34937,Lakshadweep
2006,9,1,8.5,73.5,8.07768,35.469566,368.88788,367.76236,Lakshadweep
2006,9,1,8.5,74.5,8.071984,35.220882,373.0856,371.94415,Lakshadweep
2006,9,1,8.5,78.5,8.056649,34.66313,384.32544,383.14294,Gulf of Mannar
2006,9,1,8.5,92.5,8.076125,33.604652,357.89117,356.79364,Andaman & Nicobar Islands
2006,9,1,8.5,93.5,8.074653,33.45045,359.02383,357.91965,Andaman & Nicobar Islands
2006,9,1,9.5,71.5,8.078399,35.932476,371.27744,370.14548,Lakshadweep
2006,9,1,9.5,72.5,8.078776,35.703274,368.97012,367.84668,Lakshadweep
2006,9,1,9.5,73.5,8.070518,35.431656,376.25305,375.1064,Lakshadweep
2006,9,1,9.5,74.5,8.068841,35.16203,375.8088,374.6608,Lakshadweep
2006,9,1,9.5,92.5,8.075854,33.540493,357.91452,356.81613,Andaman & Nicobar Islands
2006,9,1,9.5,93.5,8.076368,33.34609,356.6202,355.52432,Andaman & Nicobar Islands
2006,9,1,10.5,71.5,8.078112,35.96673,371.65582,370.52295,Lakshadweep
2006,9,1,10.5,72.5,8.07574,35.710903,372.1305,370.99594,Lakshadweep
2006,9,1,10.5,73.5,8.071134,35.43008,375.46414,374.3204,Lakshadweep
2006,9,1,10.5,74.5,8.066201,35.139557,378.40167,377.2453,Lakshadweep
2006,9,1,10.5,92.5,8.075551,33.382904,356.1637,355.07263,Andaman & Nicobar Islands
2006,9,1,10.5,93.5,8.083946,33.136654,347.05035,345.9841,Andaman & Nicobar Islands
2006,9,1,11.5,71.5,8.07848,36.01735,371.36084,370.22702,Lakshadweep
2006,9,1,11.5,72.5,8.075841,35.750908,371.9467,370.8114,Lakshadweep
2006,9,1,11.5,73.5,8.070969,35.458397,375.45425,374.30936,Lakshadweep
2006,9,1,11.5,74.5,8.064614,35.174683,380.31818,379.15173,Lakshadweep
2006,9,1,11.5,92.5,8.083141,33.216587,347.79816,346.73325,Andaman & Nicobar Islands
2006,9,1,11.5,93.5,8.084818,32.87193,345.2486,344.19025,Andaman & Nicobar Islands
2006,9,1,12.5,71.5,8.077743,36.086693,372.24985,371.11176,Lakshadweep
2006,9,1,12.5,72.5,8.073806,35.823967,374.34305,373.1997,Lakshadweep
2006,9,1,12.5,73.5,8.06985,35.545414,376.96292,375.809,Lakshadweep
2006,9,1,12.5,74.5,8.060475,35.26044,385.52322,384.3282,Lakshadweep
2006,9,1,12.5,92.5,8.085806,33.064003,344.5169,343.46246,Andaman & Nicobar Islands
2006,9,1,12.5,93.5,8.085806,32.61982,339.2074,338.16885,Andaman & Nicobar Islands
2006,9,1,13.5,71.5,8.079698,36.15868,370.21896,369.08655,Lakshadweep
2006,9,1,13.5,72.5,8.070638,35.936153,378.02335,376.86725,Lakshadweep
2006,9,1,13.5,73.5,8.069044,35.671722,378.65378,377.49228,Lakshadweep
2006,9,1,13.5,74.5,8.062537,35.44929,384.39633,383.20462,Lakshadweep
2006,9,1,13.5,92.5,8.08477,32.89201,346.42657,345.36798,Andaman & Nicobar Islands
2006,9,1,13.5,93.5,8.08477,32.42636,334.1795,333.15726,Andaman & Nicobar Islands
2006,9,1,22.5,68.5,8.038591,36.49933,418.47516,417.18933,Gulf of Kachchh
2006,10,1,6.5,92.5,8.07508,33.5749,358.97607,357.8798,Andaman & Nicobar Islands
2006,10,1,6.5,93.5,8.07408,33.37814,359.27698,358.17648,Andaman & Nicobar Islands
2006,10,1,7.5,92.5,8.076155,33.52787,357.49954,356.40585,Andaman & Nicobar Islands
2006,10,1,7.5,93.5,8.075408,33.28161,357.5594,356.46008,Andaman & Nicobar Islands
2006,10,1,8.5,71.5,8.074755,35.946438,375.2749,374.13132,Lakshadweep
2006,10,1,8.5,72.5,8.073284,35.72673,375.09644,373.9535,Lakshadweep
2006,10,1,8.5,73.5,8.072931,35.47691,373.92957,372.78973,Lakshadweep
2006,10,1,8.5,74.5,8.070588,35.231804,374.8161,373.6755,Lakshadweep
2006,10,1,8.5,78.5,8.062349,34.578533,375.5179,374.36395,Gulf of Mannar
2006,10,1,8.5,92.5,8.076196,33.364296,356.80963,355.71597,Andaman & Nicobar Islands
2006,10,1,8.5,93.5,8.076453,33.087315,355.7673,354.672,Andaman & Nicobar Islands
2006,10,1,9.5,71.5,8.072676,35.937576,377.4627,376.31305,Lakshadweep
2006,10,1,9.5,72.5,8.070233,35.6949,378.26126,377.10828,Lakshadweep
2006,10,1,9.5,73.5,8.072211,35.42538,374.3905,373.25116,Lakshadweep
2006,10,1,9.5,74.5,8.067479,35.16915,377.33774,376.1898,Lakshadweep
2006,10,1,9.5,92.5,8.074192,33.100746,358.0663,356.96838,Andaman & Nicobar Islands
2006,10,1,9.5,93.5,8.073873,32.82465,356.68326,355.58966,Andaman & Nicobar Islands
2006,10,1,10.5,71.5,8.07217,35.93788,378.0772,376.92548,Lakshadweep
2006,10,1,10.5,72.5,8.07108,35.66699,377.23334,376.08264,Lakshadweep
2006,10,1,10.5,73.5,8.071333,35.38488,375.10977,373.96753,Lakshadweep
2006,10,1,10.5,74.5,8.068409,35.149384,376.18106,375.03552,Lakshadweep
2006,10,1,10.5,92.5,8.074663,32.824444,355.4201,354.33444,Andaman & Nicobar Islands
2006,10,1,10.5,93.5,8.0762,32.514526,352.89633,351.81708,Andaman & Nicobar Islands
2006,10,1,11.5,71.5,8.069506,35.95606,380.61804,379.45844,Lakshadweep
2006,10,1,11.5,72.5,8.069825,35.676422,378.67557,377.52148,Lakshadweep
2006,10,1,11.5,73.5,8.069408,35.395382,377.29962,376.15176,Lakshadweep
2006,10,1,11.5,74.5,8.067262,35.167484,377.50186,376.34952,Lakshadweep
2006,10,1,11.5,92.5,8.076764,32.585785,352.71454,351.639,Andaman & Nicobar Islands
2006,10,1,11.5,93.5,8.076164,32.191273,352.10367,351.02933,Andaman & Nicobar Islands
2006,10,1,12.5,71.5,8.06763,35.98022,382.9829,381.8153,Lakshadweep
2006,10,1,12.5,72.5,8.06889,35.7147,380.01407,378.8572,Lakshadweep
2006,10,1,12.5,73.5,8.069181,35.453983,377.59375,376.4442,Lakshadweep
2006,10,1,12.5,74.5,8.068971,35.220753,376.2329,375.07904,Lakshadweep
2006,10,1,12.5,92.5,8.078719,32.332573,351.24792,350.17902,Andaman & Nicobar Islands
2006,10,1,12.5,93.5,8.078719,31.829935,342.42773,341.38498,Andaman & Nicobar Islands
2006,10,1,13.5,71.5,8.065432,36.02949,386.6281,385.4513,Lakshadweep
2006,10,1,13.5,72.5,8.06688,35.764317,382.7151,381.5512,Lakshadweep
2006,10,1,13.5,73.5,8.06839,35.539112,379.49478,378.3407,Lakshadweep
2006,10,1,13.5,74.5,8.063492,35.369164,383.57388,382.39993,Lakshadweep
2006,10,1,13.5,92.5,8.081,32.04276,348.3832,347.322,Andaman & Nicobar Islands
2006,10,1,13.5,93.5,8.081,31.486612,339.9441,338.9074,Andaman & Nicobar Islands
2006,10,1,22.5,68.5,8.033401,36.44337,424.5859,423.2771,Gulf of Kachchh
2006,11,1,6.5,92.5,8.071547,33.318443,362.09485,360.98627,Andaman & Nicobar Islands
2006,11,1,6.5,93.5,8.066873,33.209797,366.61438,365.49054,Andaman & Nicobar Islands
2006,11,1,7.5,92.5,8.071335,33.284702,362.19153,361.08368,Andaman & Nicobar Islands
2006,11,1,7.5,93.5,8.066951,33.139328,366.32858,365.20547,Andaman & Nicobar Islands
2006,11,1,8.5,71.5,8.064334,35.788258,386.1954,385.02335,Lakshadweep
2006,11,1,8.5,72.5,8.061182,35.4956,386.6014,385.4271,Lakshadweep
2006,11,1,8.5,73.5,8.063742,35.164204,381.88153,380.71994,Lakshadweep
2006,11,1,8.5,74.5,8.066608,34.83922,376.83228,375.68246,Lakshadweep
2006,11,1,8.5,78.5,8.061051,33.98529,369.71207,368.57773,Gulf of Mannar
2006,11,1,8.5,92.5,8.072373,33.211494,360.792,359.68735,Andaman & Nicobar Islands
2006,11,1,8.5,93.5,8.066857,33.033264,366.00854,364.88608,Andaman & Nicobar Islands
2006,11,1,9.5,71.5,8.064297,35.770317,386.25656,385.08716,Lakshadweep
2006,11,1,9.5,72.5,8.061422,35.469482,386.2866,385.11514,Lakshadweep
2006,11,1,9.5,73.5,8.063649,35.148018,382.04178,380.88086,Lakshadweep
2006,11,1,9.5,74.5,8.065887,34.83058,378.0512,376.90002,Lakshadweep
2006,11,1,9.5,92.5,8.071868,33.094925,360.83627,359.73224,Andaman & Nicobar Islands
2006,11,1,9.5,93.5,8.068834,32.883247,362.06732,360.957,Andaman & Nicobar Islands
2006,11,1,10.5,71.5,8.063004,35.74332,385.96317,384.7955,Lakshadweep
2006,11,1,10.5,72.5,8.062431,35.437904,384.7316,383.566,Lakshadweep
2006,11,1,10.5,73.5,8.0695,35.133488,375.95782,374.8176,Lakshadweep
2006,11,1,10.5,74.5,8.070475,34.87247,373.11182,371.97784,Lakshadweep
2006,11,1,10.5,92.5,8.074615,32.92236,356.1878,355.1002,Andaman & Nicobar Islands
2006,11,1,10.5,93.5,8.071718,32.685207,358.33093,357.23456,Andaman & Nicobar Islands
2006,11,1,11.5,71.5,8.062491,35.70923,386.64896,385.4786,Lakshadweep
2006,11,1,11.5,72.5,8.062195,35.42011,385.09616,383.93127,Lakshadweep
2006,11,1,11.5,73.5,8.067678,35.158596,377.92505,376.782,Lakshadweep
2006,11,1,11.5,74.5,8.069293,34.94652,374.35178,373.21558,Lakshadweep
2006,11,1,11.5,92.5,8.077103,32.72667,353.16806,352.0916,Andaman & Nicobar Islands
2006,11,1,11.5,93.5,8.073512,32.372128,356.49902,355.40988,Andaman & Nicobar Islands
2006,11,1,12.5,71.5,8.065925,35.692905,383.07428,381.91492,Lakshadweep
2006,11,1,12.5,72.5,8.062457,35.440033,385.11774,383.9538,Lakshadweep
2006,11,1,12.5,73.5,8.070943,35.2189,374.4361,373.30505,Lakshadweep
2006,11,1,12.5,74.5,8.069134,35.045097,375.6652,374.52524,Lakshadweep
2006,11,1,12.5,92.5,8.074581,32.324223,354.77023,353.69003,Andaman & Nicobar Islands
2006,11,1,12.5,93.5,8.074581,31.889345,348.83063,347.7662,Andaman & Nicobar Islands
2006,11,1,13.5,71.5,8.066827,35.72109,382.5619,381.4034,Lakshadweep
2006,11,1,13.5,72.5,8.063378,35.494263,384.73444,383.5719,Lakshadweep
2006,11,1,13.5,73.5,8.070621,35.31431,375.22992,374.09595,Lakshadweep
2006,11,1,13.5,74.5,8.0640955,35.18778,381.3366,380.18268,Lakshadweep
2006,11,1,13.5,92.5,8.074196,31.818304,354.59207,353.51233,Andaman & Nicobar Islands
2006,11,1,13.5,93.5,8.074196,31.31399,346.19833,345.143,Andaman & Nicobar Islands
2006,11,1,22.5,68.5,8.04883,36.44897,406.43646,405.16577,Gulf of Kachchh
2006,12,1,6.5,92.5,8.065771,33.830162,369.65573,368.51996,Andaman & Nicobar Islands
2006,12,1,6.5,93.5,8.067153,33.5321,367.15457,366.02612,Andaman & Nicobar Islands
2006,12,1,7.5,92.5,8.066643,33.717747,368.39923,367.266,Andaman & Nicobar Islands
2006,12,1,7.5,93.5,8.068259,33.439747,365.77808,364.65002,Andaman & Nicobar Islands
2006,12,1,8.5,71.5,8.064748,35.461895,383.00873,381.84213,Lakshadweep
2006,12,1,8.5,72.5,8.057436,35.194355,389.3603,388.16946,Lakshadweep
2006,12,1,8.5,73.5,8.067168,34.941376,375.94778,374.7962,Lakshadweep
2006,12,1,8.5,74.5,8.06698,34.693558,373.6474,372.50302,Lakshadweep
2006,12,1,8.5,78.5,8.058936,33.740513,367.98114,366.84128,Gulf of Mannar
2006,12,1,8.5,92.5,8.071989,33.596756,362.41986,361.3038,Andaman & Nicobar Islands
2006,12,1,8.5,93.5,8.067683,33.336624,366.14133,365.0113,Andaman & Nicobar Islands
2006,12,1,9.5,71.5,8.067991,35.539906,379.88177,378.7253,Lakshadweep
2006,12,1,9.5,72.5,8.060286,35.24273,386.61572,385.4331,Lakshadweep
2006,12,1,9.5,73.5,8.067926,34.972977,375.98462,374.83374,Lakshadweep
2006,12,1,9.5,74.5,8.067251,34.70365,374.2729,373.1271,Lakshadweep
2006,12,1,9.5,92.5,8.071902,33.430256,362.08945,360.97528,Andaman & Nicobar Islands
2006,12,1,9.5,93.5,8.067749,33.20346,364.32254,363.20068,Andaman & Nicobar Islands
2006,12,1,10.5,71.5,8.070253,35.616093,378.14932,376.99762,Lakshadweep
2006,12,1,10.5,72.5,8.062256,35.32273,385.27307,384.09525,Lakshadweep
2006,12,1,10.5,73.5,8.06862,35.03063,376.03943,374.89,Lakshadweep
2006,12,1,10.5,74.5,8.068139,34.7568,373.67627,372.5323,Lakshadweep
2006,12,1,10.5,92.5,8.073334,33.20262,358.63922,357.53574,Andaman & Nicobar Islands
2006,12,1,10.5,93.5,8.072265,32.985878,359.16815,358.0625,Andaman & Nicobar Islands
2006,12,1,11.5,71.5,8.069516,35.67956,379.3108,378.1566,Lakshadweep
2006,12,1,11.5,72.5,8.065515,35.401585,382.19214,381.02756,Lakshadweep
2006,12,1,11.5,73.5,8.068224,35.10979,376.6273,375.47723,Lakshadweep
2006,12,1,11.5,74.5,8.070129,34.86352,372.16864,371.0302,Lakshadweep
2006,12,1,11.5,92.5,8.076103,32.95866,355.27042,354.17792,Andaman & Nicobar Islands
2006,12,1,11.5,93.5,8.072303,32.66153,358.083,356.98053,Andaman & Nicobar Islands
2006,12,1,12.5,71.5,8.070794,35.732044,378.13684,376.98685,Lakshadweep
2006,12,1,12.5,72.5,8.066046,35.460155,382.05692,380.89496,Lakshadweep
2006,12,1,12.5,73.5,8.070695,35.200035,374.82632,373.6831,Lakshadweep
2006,12,1,12.5,74.5,8.068914,34.97566,374.90582,373.75824,Lakshadweep
2006,12,1,12.5,92.5,8.074857,32.558662,355.4969,354.4057,Andaman & Nicobar Islands
2006,12,1,12.5,93.5,8.074857,32.196068,349.19388,348.1196,Andaman & Nicobar Islands
2006,12,1,13.5,71.5,8.070458,35.783455,378.72577,377.5726,Lakshadweep
2006,12,1,13.5,72.5,8.065793,35.52907,382.91486,381.74854,Lakshadweep
2006,12,1,13.5,73.5,8.07386,35.291878,372.39655,371.2612,Lakshadweep
2006,12,1,13.5,74.5,8.068694,35.119225,376.64743,375.4955,Lakshadweep
2006,12,1,13.5,92.5,8.074116,32.05478,354.5841,353.49622,Andaman & Nicobar Islands
2006,12,1,13.5,93.5,8.074116,31.578426,349.08453,348.01315,Andaman & Nicobar Islands
2006,12,1,22.5,68.5,8.041008,36.451622,415.40588,414.0741,Gulf of Kachchh
2007,1,1,6.5,92.5,8.067609,33.34416,365.85236,364.7303,Andaman & Nicobar Islands
2007,1,1,6.5,93.5,8.068182,33.131733,364.2085,363.09146,Andaman & Nicobar Islands
2007,1,1,7.5,92.5,8.070262,33.046288,362.27652,361.16394,Andaman & Nicobar Islands
2007,1,1,7.5,93.5,8.068434,32.831367,363.35626,362.24054,Andaman & Nicobar Islands
2007,1,1,8.5,71.5,8.063829,34.83424,380.1793,379.01956,Lakshadweep
2007,1,1,8.5,72.5,8.063825,34.51781,378.26617,377.11224,Lakshadweep
2007,1,1,8.5,73.5,8.068366,34.173676,370.77902,369.64713,Lakshadweep
2007,1,1,8.5,74.5,8.066796,33.90577,370.7517,369.62012,Lakshadweep
2007,1,1,8.5,78.5,8.062914,33.51117,364.2722,363.14508,Gulf of Mannar
2007,1,1,8.5,92.5,8.069801,32.849728,362.3021,361.18628,Andaman & Nicobar Islands
2007,1,1,8.5,93.5,8.071554,32.677822,359.76932,358.66052,Andaman & Nicobar Islands
2007,1,1,9.5,71.5,8.066664,34.95544,377.9409,376.7867,Lakshadweep
